	Cohort	Condition	Hemisphere	Subregion	Coordinates	Map ID	Weight 1	Weight 2	Mean 1	Mean 2	Variance 1	Variance 2	CV 1	CV 2	Index	$\Delta$ Mean	$\Delta$ Weight
236	061321B	TacHet	Right	S1FL	W2_2.1	36	0.42642751719670463	0.573572482803312	32.84339178992094	68.43211683794983	49.90578343876931	458.3925551593617	0.21509357494951717	0.31286631238278134	236	35.58872504802889	0.14714496560660734
237	061321B	TacHet	Right	S1FL	W2_3.1	36	0.45133599723822365	0.5486640027617917	34.83172136360664	63.31125122783034	50.55190722995962	311.97713272146797	0.2041238895288764	0.27898476299063457	237	28.4795298642237	0.09732800552356807
238	061321B	TacHet	Right	S1FL	W2_3.2	36	0.6672741340532183	0.3327258659469249	35.88444784253345	59.93891351146535	94.93666819084338	278.9669251252719	0.27152556429633345	0.27865541782757264	238	24.054465668931904	-0.33454826810629346
239	061321B	TacHet	Right	S1FL	W2_2.2	37	0.4920720775142423	0.5079279224857386	34.94659321407954	67.51404212581176	52.64957473017728	352.1454753997547	0.20763118809286887	0.2779501712587446	239	32.567448911732214	0.01585584497149628
240	061321B	TacHet	Left	S1DZ	W1_2.3	20	0.33492529881166644	0.6650747011883109	41.867264295484205	71.41423860919663	54.564355451603944	193.2382899732423	0.1764330454741653	0.1946533052569571	240	29.546974313712425	0.3301494023766445
241	061321B	TacHet	Left	S1DZ	W1_2.4	20	0.3571940460022656	0.6428059539977291	31.64232543629765	72.37015125583456	38.01121970227044	325.2307223999964	0.19484421226376109	0.24919326569176226	241	40.7278258195369	0.2856119079954635
242	061321B	TacHet	Left	S1DZ	W5_1.1	21	0.7594876885588512	0.24051231144113752	39.66146785832395	93.26695869759472	234.06979129838797	886.6749766165095	0.3857481933173048	0.3192672789050947	242	53.605490839270765	-0.5189753771177137
243	061321B	TacHet	Left	S1DZ	W1_2.5	22	0.2729587883966664	0.7270412116033321	33.29112184305809	72.16734063559842	46.18183478865943	418.4367842183753	0.20413015315174185	0.2834485411032402	243	38.87621879254033	0.45408242320666575
244	061321B	TacHet	Left	S1DZ	W1_3.1	24	0.37154163587625944	0.6284583641237634	29.18168846523409	67.62716890808194	36.12394441705635	454.58530722524705	0.2059620310757619	0.3152727903225102	244	38.44548044284785	0.256916728247504
245	061321B	TacHet	Left	S1DZ	W1_3.2	25	0.3628093225651715	0.6371906774348325	25.564360382294467	60.9679252699838	22.672660178412517	528.4429648645514	0.1862585888135106	0.3770488703568742	245	35.403564887689335	0.274381354869661
246	061321B	TacHet	Left	S1DZ	W1_3.3	25	0.3619744593303894	0.638025540669605	23.249656215031443	55.91210050510264	12.981251642087948	433.26497592345567	0.1549679003688839	0.3722810956839115	246	32.6624442900712	0.27605108133921563
247	061321B	TacHet	Left	S1DZ	W1_3.4	28	0.3896272864716854	0.6103727135282788	35.62440680339118	77.41519966076332	35.748624755278804	290.72522288352724	0.16783480493307548	0.22024959467800131	247	41.79079285737214	0.22074542705659345
248	061321B	TacHet	Left	S1DZ	W2_1.2	30	0.33524423251984103	0.6647557674801684	31.721881526460614	77.9121847132716	15.675187136626441	558.9770884009879	0.12480943820840365	0.3034531298079317	248	46.190303186810986	0.32951153496032737
249	061321B	TacHet	Left	S1DZ	W5_1.2	30	0.3656812198515716	0.6343187801483957	26.19981183763722	71.36965239419558	18.130076632401018	700.9297820218756	0.16251806678475686	0.3709570891853799	249	45.16984055655836	0.2686375602968241
250	061321B	TacHet	Left	S1DZ	W2_1.1	31	0.3890375555698625	0.6109624444301505	26.88425156997343	67.05834414969542	16.739964174258635	516.9560796193056	0.15218761512948623	0.33905800182701734	250	40.174092579721986	0.22192488886028794
251	061321B	TacHet	Left	S1DZ	W5_2.1	33	0.3774205367587553	0.6225794632412501	26.262668435135232	59.22786219453114	9.051577304258275	481.74533851391993	0.11455743517249717	0.370580619731348	251	32.96519375939591	0.24515892648249482
252	061321B	TacHet	Left	S1DZ	W2_2.3	34	0.4071969750563604	0.5928030249436229	28.71228966617761	52.055864534826185	19.091417338169762	213.71460314366857	0.15217778515485358	0.28083254501264243	252	23.343574868648574	0.18560604988726254
253	061321B	TacHet	Left	S1DZ	W2_2.1	35	0.38220748096324936	0.6177925190367439	28.26674046437784	61.232934911779694	14.495397728445246	346.97400456340927	0.13469123551439888	0.3042029304962863	253	32.966194447401854	0.23558503807349457
254	061321B	TacHet	Left	S1DZ	W2_2.2	36	0.5051561583663268	0.494843841633694	30.92359747602089	61.5565776496267	45.58579243801256	299.7017273010272	0.21833569495141683	0.2812355105542993	254	30.632980173605812	-0.010312316732632776
255	061321B	TacHet	Left	S1DZ	W2_3.1	37	0.4065789564951828	0.593421043504877	29.80952748133974	55.80959382270735	20.278232548764144	226.16394289787712	0.15106364433516356	0.2694652840034156	255	26.00006634136761	0.18684208700969424
256	061321B	TacHet	Left	S1DZ	W2_3.3	39	0.4526187669061585	0.5473812330938513	37.333033393040665	62.12254679722493	75.55768893147066	198.8942158874384	0.2328338149775228	0.2270188005786445	256	24.789513404184262	0.09476246618769285
257	061321B	TacHet	Left	S1DZ	W3_1.1	40	0.5947183374694712	0.4052816625305003	33.882604377047436	48.78650573937806	94.24622346277138	274.9779027514037	0.28652016556728893	0.339898449990738	257	14.903901362330622	-0.18943667493897093
258	061321B	TacHet	Left	S1DZ	W3_1.2	40	0.6898254336073064	0.3101745663926554	27.047481177579435	43.10008774306952	51.45668322771884	183.69852205072257	0.2652125476191951	0.31446670983018504	258	16.052606565490088	-0.379650867214651
259	061321B	TacHet	Left	S1DZ	W3_2.3	44	0.6724319710448837	0.3275680289551302	42.27048742640376	76.81007413321598	122.41114160902168	316.01067140021286	0.2617418805191671	0.23143694612047458	259	34.539586706812216	-0.3448639420897535
260	061321B	TacHet	Right	S1DZ	W1_2.3	19	0.46795949449405705	0.5320405055059415	42.75224757151292	65.34232167643589	68.21141271447301	94.49204242745407	0.19318329564218356	0.14876578450584002	260	22.59007410492297	0.06408101101188446
261	061321B	TacHet	Right	S1DZ	W1_2.4	20	0.5604972982278423	0.4395027017721482	38.699713390918234	80.02144157140974	129.07166727797656	315.02946439487624	0.2935673221855412	0.22180391963246426	261	41.321728180491505	-0.12099459645569416
262	061321B	TacHet	Right	S1DZ	W1_2.5	21	0.3835545029570846	0.6164454970429138	34.80479806446527	81.5091310618529	43.170624650778294	370.8151699934928	0.1887795941051369	0.2362503622325781	262	46.70433299738763	0.23289099408582925
263	061321B	TacHet	Right	S1DZ	W5_1.1	21	0.3780996208006786	0.6219003791993197	27.613364025259706	70.4365516885178	31.01592600421389	523.8542396932428	0.2016847484244588	0.3249429696674016	263	42.82318766325809	0.24380075839864113
264	061321B	TacHet	Right	S1DZ	W1_3.1	23	0.4021568245404806	0.5978431754595076	27.44738430201706	53.994471754017056	18.20596070320877	218.65356266234633	0.15545540888671486	0.27386023866791354	264	26.547087451999996	0.19568635091902703
265	061321B	TacHet	Right	S1DZ	W1_3.2	24	0.3787883830572925	0.6212116169427131	23.286227533815556	55.446307743650536	25.696072668207186	328.80067374866746	0.21768787461797393	0.327034611440415	265	32.16008020983498	0.24242323388542059
266	061321B	TacHet	Right	S1DZ	W1_3.3	24	0.3478382194444078	0.6521617805556132	25.731286524399422	57.23578718146412	14.100970968005724	330.1654262087645	0.14593619154821139	0.31746666998812184	266	31.504500657064696	0.30432356111120545
267	061321B	TacHet	Right	S1DZ	W1_3.4	26	0.4324194789145121	0.5675805210854925	38.8462566101682	77.12797908860344	34.35346251092037	212.08171254572235	0.15088153145797106	0.18881637637410656	267	38.28172247843524	0.1351610421709804
268	061321B	TacHet	Right	S1DZ	W2_1.2	28	0.3907515444030133	0.6092484555969823	34.72500361650983	77.84311779242189	52.898240572688096	642.9327620656609	0.20944901102328584	0.32573359788237594	268	43.11811417591206	0.21849691119396897
269	061321B	TacHet	Right	S1DZ	W2_1.1	30	0.3704906121944506	0.6295093878055562	26.264219064986012	61.1991956612256	12.84216802945488	481.9882146106933	0.1364440751429921	0.3587339630262908	269	34.93497659623959	0.2590187756111056
270	061321B	TacHet	Right	S1DZ	W5_1.2	30	0.4364649214850191	0.5635350785149763	29.036905078667388	68.74963702509625	39.0271604540906	585.2576810697028	0.2151459385800421	0.3518869423282881	270	39.71273194642886	0.12707015702995722
271	061321B	TacHet	Right	S1DZ	W2_1.4	32	0.42134015949308457	0.5786598405069112	34.44254114221445	64.79136315152991	38.721587218183245	331.1691181772268	0.1806680635221557	0.28087158083754876	271	30.348822009315455	0.15731968101382665
272	061321B	TacHet	Right	S1DZ	W2_2.3	34	0.5220321867605505	0.4779678132394386	33.63763883594001	60.96460133504044	78.77692914668916	318.6338905662789	0.26386028085310786	0.29279809380742877	272	27.326962499100432	-0.04406437352111192
273	061321B	TacHet	Right	S1DZ	W2_2.1	36	0.38455382244172726	0.6154461775582694	30.27133023599263	65.12266004035513	13.606541585358038	364.90385127143145	0.12185472411439861	0.29333041171440394	273	34.8513298043625	0.2308923551165421
274	061321B	TacHet	Right	S1DZ	W2_3.1	36	0.3921113436358295	0.6078886563641729	33.19046155634685	63.06071287351467	31.959057937704372	324.36160456974517	0.1703270766635476	0.28559844869616097	274	29.87025131716782	0.21577731272834338
275	061321B	TacHet	Right	S1DZ	W2_3.2	36	0.4233180445289417	0.576681955471049	30.669118911423674	55.79252027306383	28.913247584276785	222.44864187684672	0.17532632842083093	0.26732458382640994	275	25.123401361640155	0.15336391094210727
276	061321B	TacHet	Right	S1DZ	W2_2.2	37	0.4547515281330423	0.5452484718669589	32.01265378379723	56.52250943613551	24.430006597161956	240.37651006908484	0.15439744681125558	0.2742992232217478	276	24.50985565233828	0.09049694373391659
277	061321B	TacHet	Right	S1DZ	W2_3.3	39	0.41268117845039476	0.5873188215496095	37.086816064213366	62.06108224683254	38.01529521502142	197.2016089961834	0.16624922649708185	0.22627463985089985	277	24.974266182619175	0.1746376430992147
278	061321B	TacHet	Right	S1DZ	W3_1.1	40	0.6677601150048548	0.33223988499516816	29.484674038493477	47.96495668135664	41.96648795818972	159.65352814122605	0.21971260946749616	0.26342998284374014	278	18.480282642863163	-0.3355202300096866
279	061321B	TacHet	Right	S1DZ	W3_1.3	40	0.46040856809671615	0.5395914319032984	32.120920424338124	50.34090014705469	37.27446516721351	124.14921099068611	0.19007181808057302	0.22133546380979363	279	18.219979722716566	0.07918286380658224
280	061321B	TacHet	Right	S1DZ	W3_2.3	44	0.4873190738044223	0.5126809261955735	36.983129345894184	54.82050498808441	74.7779377590082	167.38212829096156	0.2338207695568765	0.23599973268277993	280	17.837375642190224	0.025361852391151185
281	061321B	TacHet	Left	S1ULp	W1_2.3	20	0.6601496838594038	0.33985031614059436	45.90636983050397	67.42551889374938	62.036217443309845	135.22352773462376	0.1715732996810906	0.17246534180415443	281	21.519149063245415	-0.3202993677188094
282	061321B	TacHet	Left	S1ULp	W1_2.4	20	0.5969567744807271	0.4030432255193145	34.28302758725858	68.4971430841816	46.80246066902582	247.04310557844298	0.19955158209437984	0.22946365715569644	282	34.21411549692302	-0.19391354896141266
283	061321B	TacHet	Left	S1ULp	W5_1.1	21	0.52232212452317	0.4776778754768525	31.832826714719026	70.70001224854714	45.21276049672899	512.1031754507458	0.21122985789443802	0.3200805210679628	283	38.86718553382811	-0.044644249046317475
284	061321B	TacHet	Left	S1ULp	W1_2.5	22	0.5088848689553093	0.49111513104470766	42.09661463922129	77.28757489798052	87.67882611405585	155.44729359281186	0.22243349794781153	0.1613176557331292	284	35.190960258759226	-0.017769737910601602
285	061321B	TacHet	Left	S1ULp	W1_3.1	24	0.34508466584240743	0.6549153341574891	30.458590212757848	69.36065594068842	30.256352575808577	519.1721266330754	0.18059199188646077	0.3285053844705252	285	38.90206572793057	0.3098306683150817
286	061321B	TacHet	Left	S1ULp	W1_3.2	25	0.35990582744915095	0.6400941725508233	26.995263893749204	65.35418819452993	22.935213219093608	547.7644696894871	0.17740416578561402	0.3581158185761925	286	38.35892430078072	0.2801883451016724
287	061321B	TacHet	Left	S1ULp	W1_3.3	25	0.34098995735502935	0.6590100426448742	23.985046963626186	61.27598523047902	17.233745317945118	544.9430906553035	0.1730809467577947	0.38096517054741486	287	37.290938266852834	0.3180200852898448
288	061321B	TacHet	Left	S1ULp	W1_3.4	28	0.32451950548867287	0.6754804945113153	36.117315270507866	74.20608898848695	33.340222729412396	367.0077720020066	0.15987066749083265	0.2581654304698307	288	38.08877371797909	0.35096098902264244
289	061321B	TacHet	Left	S1ULp	W2_1.2	30	0.3315995608000074	0.6684004392000553	32.2511902568012	81.71320586098163	35.73137729360752	737.9700642603374	0.18534425589109568	0.3324506014381447	289	49.46201560418043	0.3368008784000479
290	061321B	TacHet	Left	S1ULp	W5_1.2	30	0.3621258485599135	0.6378741514400729	28.618583367140673	71.45672495080439	28.365616093437712	745.7747847570511	0.1861006877905568	0.38217365009566073	290	42.83814158366371	0.2757483028801594
291	061321B	TacHet	Left	S1ULp	W2_1.1	31	0.3484234016695447	0.6515765983304748	26.631671719960455	68.00482151487671	15.866933442881221	694.7620445412014	0.1495712321130117	0.3875951527683902	291	41.37314979491626	0.30315319666093005
292	061321B	TacHet	Left	S1ULp	W5_2.1	33	0.3555298964148387	0.6444701035851905	28.617609762346824	71.42091596663444	12.785267628132527	729.9162467940786	0.1249457690337283	0.37827801337305156	292	42.803306204287615	0.28894020717035185
293	061321B	TacHet	Left	S1ULp	W2_2.3	34	0.36129816051362224	0.6387018394863806	27.269203368367904	66.76299913981107	13.508539989797063	342.56731677552153	0.13478195626782152	0.27722802121863965	293	39.49379577144317	0.27740367897275836
294	061321B	TacHet	Left	S1ULp	W2_2.1	35	0.41472124203799354	0.5852787579620298	29.488442213094416	67.41005061867358	24.0283867674518	418.5729778526416	0.16623041007992959	0.30350156905708947	294	37.921608405579164	0.17055751592403623
295	061321B	TacHet	Left	S1ULp	W2_2.2	36	0.3684394334440136	0.6315605665559803	28.61119002640533	67.0133228824351	13.115294463155248	388.5146447349787	0.1265765053513303	0.29413218134404867	295	38.40213285602978	0.26312113311196667
296	061321B	TacHet	Left	S1ULp	W2_3.1	37	0.3503032610743823	0.6496967389256189	30.937797658111187	66.22384107681022	12.972787412164605	295.7829423343435	0.11641990911542671	0.2597001470663494	296	35.28604341869903	0.29939347785123654
297	061321B	TacHet	Left	S1ULp	W2_3.3	39	0.4173328726459083	0.5826671273541304	37.01086811916463	69.95572987448556	18.768530028124648	264.51723652378143	0.1170538918444022	0.2324896888877379	297	32.94486175532093	0.1653342547082221
298	061321B	TacHet	Left	S1ULp	W3_1.1	40	0.37548411614900135	0.6245158838509752	23.839689358836	50.84383532063489	13.650060254250993	290.152576169769	0.15497680104593461	0.3350232227766513	298	27.004145961798887	0.24903176770197388
299	061321B	TacHet	Left	S1ULp	W3_1.2	40	0.3719419739083181	0.6280580260916357	20.735554990003624	44.357634549562555	12.950895834042868	261.1005526100141	0.17355384565768484	0.36428015855593354	299	23.62207955955893	0.2561160521833176
300	061321B	TacHet	Left	S1ULp	W3_2.2	43	0.46788835731183975	0.5321116426881365	19.2951541598349	34.36651348103974	10.803249086755184	122.11945498936095	0.17034482406505438	0.3215562490374383	300	15.071359321204838	0.06422328537629673
301	061321B	TacHet	Left	S1ULp	W3_2.3	44	0.6964429125613932	0.3035570874385981	31.96512755060825	52.458662437763266	46.655472562982204	186.6467021320774	0.21368540219934476	0.2604311612176075	301	20.493534887155015	-0.39288582512279513
302	061321B	TacHet	Right	S1ULp	W1_2.3	19	0.6279942848859668	0.3720057151139363	48.515485200159894	84.75146165809083	116.84067133753592	273.1991318579774	0.22280074707459224	0.19502597623886364	302	36.23597645793094	-0.25598856977203044
303	061321B	TacHet	Right	S1ULp	W1_2.4	20	0.6453113537016553	0.35468864629832075	34.958369385804396	70.31049387177175	89.63203735368889	217.05317493646385	0.2708198336953669	0.20953806204117925	303	35.35212448596736	-0.2906227074033345
304	061321B	TacHet	Right	S1ULp	W1_2.5	21	0.5022135302590519	0.49778646974099966	41.73048083926043	84.20344038429539	109.07407685848956	198.0129982680997	0.2502691877600306	0.1671156081154591	304	42.47295954503496	-0.00442706051805225
305	061321B	TacHet	Right	S1ULp	W5_1.1	21	0.4896139587995226	0.5103860412004736	33.613481614528745	78.20598579361595	64.77419975636589	596.0960203696677	0.23943494224232414	0.31218937371997707	305	44.59250417908721	0.02077208240095102
306	061321B	TacHet	Right	S1ULp	W1_3.1	23	0.32335918665299845	0.6766408133469999	30.66073978596887	71.3343303041319	33.53185449420149	535.3704750343304	0.1888626839125024	0.32436099202275326	306	40.673590518163024	0.3532816266940014
307	061321B	TacHet	Right	S1ULp	W1_3.2	24	0.30793275391528446	0.6920672460846271	25.18712317683571	65.66998584089738	28.297861109892356	621.7441360204662	0.2112021034768972	0.3796985392079289	307	40.48286266406167	0.38413449216934265
308	061321B	TacHet	Right	S1ULp	W1_3.3	24	0.33586167975751763	0.6641383202423699	26.828790340190988	68.83006793006004	31.82044277684946	645.5907902702448	0.2102577524239965	0.36914795339328105	308	42.00127758986905	0.3282766404848522
309	061321B	TacHet	Right	S1ULp	W1_3.4	26	0.30718824152262314	0.6928117584774813	37.882972511067976	80.67258534455189	42.00874879662926	371.2213022266568	0.17109047199718325	0.23883087501296427	309	42.789612833483915	0.3856235169548582
310	061321B	TacHet	Right	S1ULp	W2_1.2	28	0.3353419790134604	0.6646580209865172	35.94476624529988	76.12441566171498	47.43786114399046	446.03228292579143	0.19161384517896043	0.27743367492480187	310	40.179649416415096	0.32931604197305675
311	061321B	TacHet	Right	S1ULp	W2_1.1	30	0.32399533235949907	0.6760046676405196	27.858659142825704	73.25705752510059	22.54883856721805	688.7572990532368	0.17045191271954555	0.35824788616145187	311	45.39839838227489	0.3520093352810205
312	061321B	TacHet	Right	S1ULp	W5_1.2	30	0.28750431658002235	0.7124956834199827	26.346402526938036	69.58108335959213	21.98348561058142	623.0680187147663	0.17796186726851967	0.3587373070729807	312	43.23468083265409	0.42499136683996036
313	061321B	TacHet	Right	S1ULp	W2_1.4	32	0.38368595342888917	0.6163140465711369	39.22127550120166	80.4699327231455	82.91284423879648	600.0810966263815	0.2321609614325725	0.304418705482627	313	41.248657221943844	0.2326280931422477
314	061321B	TacHet	Right	S1ULp	W2_2.3	34	0.36801486504534503	0.6319851349546547	30.758400695670176	69.66669039565589	32.67949907596646	388.8900088890241	0.1858548698546449	0.2830663295304322	314	38.908289699985716	0.26397026990930966
315	061321B	TacHet	Right	S1ULp	W2_2.1	36	0.40045838777875953	0.5995416122212522	34.410276768500076	67.57448876300703	50.867630170819304	367.44574418054606	0.2072681575145933	0.283670283114562	315	33.16421199450695	0.1990832244424927
316	061321B	TacHet	Right	S1ULp	W2_3.1	36	0.3917836319125179	0.6082163680874868	36.13863689089199	76.37567094899349	51.37578237013354	360.861239363971	0.19833869748414662	0.24872250308655652	316	40.2370340581015	0.2164327361749689
317	061321B	TacHet	Right	S1ULp	W2_3.2	36	0.29828428917326694	0.7017157108267303	32.44917785083028	70.23000370837329	29.81829675432084	403.77469236504305	0.16828202078206175	0.28611910383963246	317	37.78082585754301	0.4034314216534634
318	061321B	TacHet	Right	S1ULp	W2_2.2	37	0.45157880859188754	0.5484211914081181	35.65651569164076	68.28221292023736	79.13788446656719	313.8104437471576	0.24949009936664607	0.259433532430965	318	32.62569722859659	0.09684238281623053
319	061321B	TacHet	Right	S1ULp	W2_3.3	39	0.4304016197006605	0.5695983802992886	43.34110229982175	71.97392888953732	85.52617779817515	165.95264159704317	0.21337797006990042	0.17898509824200853	319	28.63282658971557	0.13919676059862807
320	061321B	TacHet	Right	S1ULp	W3_1.1	40	0.41531041320288253	0.5846895867971261	29.864922372134565	57.55121347446348	44.236669209169214	307.10946985645927	0.222704924053495	0.30450338088245255	320	27.686291102328916	0.1693791735942436
321	061321B	TacHet	Right	S1ULp	W3_1.3	40	0.41251291045143595	0.5874870895485502	33.88082879734957	68.65881853809978	32.21437995549726	311.8505034052319	0.16752161947544025	0.25720351460446167	321	34.77798974075021	0.17497417909711427
322	061321B	TacHet	Right	S1ULp	W3_2.2	43	0.374755240575895	0.6252447594241112	19.87670594456325	37.685644770942964	10.74589071971848	167.09849827898367	0.1649213180507745	0.3430127973912594	322	17.808938826379716	0.2504895188482162
323	061321B	TacHet	Right	S1ULp	W3_2.3	44	0.42427901724492856	0.5757209827551601	27.895813193247047	52.36017698868479	20.5398571871285	206.2296294992415	0.16246495093536675	0.27426754863971525	323	24.464363795437745	0.1514419655102316
324	061321B	TacHet	Left	S1HL	W1_3.4	28	0.601563636227942	0.39843636377215363	37.98089431488661	53.72641873154529	66.3979379030775	164.7871325084783	0.21454189351100109	0.23893169043714452	324	15.745524416658675	-0.20312727245578832
325	061321B	TacHet	Left	S1HL	W2_1.2	30	0.7422825070832192	0.2577174929167536	38.42275961008943	53.154083889835	74.53871082913253	253.86339098292984	0.22469964430786973	0.299752905178032	325	14.731324279745571	-0.4845650141664656
326	061321B	TacHet	Left	S1HL	W5_1.2	30	0.6225983488758472	0.37740165112425966	29.97903850277099	47.93447445405998	42.16506037491177	194.22697942344607	0.21660010526604767	0.29074135349225194	326	17.95543595128899	-0.24519669775158753
327	061321B	TacHet	Left	S1HL	W2_1.1	31	0.5896381491175836	0.41036185088230437	30.013409483507026	44.92371990285347	35.40157256144725	124.2728478927157	0.19824212463253593	0.24814893445723848	327	14.910310419346445	-0.17927629823527924
328	061321B	TacHet	Left	S1HL	W5_2.1	33	0.7299230632446565	0.27007693675509403	34.878009960439464	61.2368696128514	89.31402753889878	343.6829383816866	0.27096184426034864	0.30273734972698624	328	26.358859652411937	-0.45984612648956247
329	061321B	TacHet	Left	S1HL	W2_2.3	34	0.7091416789410674	0.2908583210591291	32.2460331281913	51.535398424452175	53.76557831070484	170.12836015900376	0.22739235784941467	0.253094507226881	329	19.289365296260875	-0.41828335788193827
330	061321B	TacHet	Left	S1HL	W2_2.1	35	0.7103737319147315	0.28962626808534886	35.30087698842183	63.28952578600434	55.44639519998037	243.2054123181799	0.21093622199725576	0.2464079843519347	330	27.988648797582513	-0.42074746382938266
331	061321B	TacHet	Left	S1HL	W2_2.2	36	0.6678308033678527	0.3321691966322719	34.425417295440226	56.83832835166544	48.8914561277805	163.01179933213083	0.20311279040865035	0.22463024149754005	331	22.412911056225212	-0.3356616067355808
332	061321B	TacHet	Left	S1HL	W2_3.1	37	0.6291722206188731	0.3708277793811558	37.27411336843695	67.24587863469364	76.75835620970278	190.30802942688786	0.2350474322075767	0.2051459198529466	332	29.97176526625669	-0.2583444412377173
333	061321B	TacHet	Left	S1HL	W2_3.3	39	0.4840679835566438	0.5159320164432344	41.778592891737794	69.53122854762888	91.05586552147156	234.94898503818624	0.22840213260855188	0.2204483657491582	333	27.75263565589109	0.031864032886590565
334	061321B	TacHet	Left	S1HL	W3_1.1	40	0.6373149361386378	0.3626850638616127	34.701882685769974	61.91013700051475	79.01981854981153	342.154332947669	0.2561621600887381	0.2987784411319916	334	27.208254314744778	-0.27462987227702507
335	061321B	TacHet	Left	S1HL	W3_1.2	40	0.6751955404784209	0.3248044595216702	31.55629201673588	51.31861169036455	85.26911525407718	359.13417746241464	0.2926239794725035	0.36927802943813415	335	19.762319673628667	-0.3503910809567507
336	061321B	TacHet	Right	S1HL	W1_3.4	26	0.2877429866729176	0.7122570133271315	32.614719904123966	47.455620973592424	13.75044171377733	85.09524005836279	0.11369586538359952	0.19438599557596295	336	14.840901069468458	0.42451402665421395
337	061321B	TacHet	Right	S1HL	W2_1.2	28	0.5807330208472528	0.4192669791526486	36.48816891885284	50.50187261360447	64.65185210802566	208.45735038681485	0.22036286779726896	0.2858914218450195	337	14.013703694751626	-0.16146604169460416
338	061321B	TacHet	Right	S1HL	W2_1.1	30	0.6880155458872631	0.31198445411278697	32.534988336089214	49.61398044852393	63.02569340258558	220.4995767314336	0.24401030110796332	0.2992952393352761	338	17.07899211243472	-0.37603109177447613
339	061321B	TacHet	Right	S1HL	W5_1.2	30	0.5541154295835317	0.4458845704165142	29.755539410276967	43.05818852860888	47.0170773378843	147.1942196002098	0.23044112511666626	0.2817666721490358	339	13.302649118331914	-0.10823085916701747
340	061321B	TacHet	Right	S1HL	W2_1.4	32	0.6341943872299046	0.3658056127699526	35.051551157117856	58.0486702604208	77.01168933974665	260.3443624139884	0.25036353982529297	0.27795968651747144	340	22.997119103302943	-0.268388774459952
341	061321B	TacHet	Right	S1HL	W2_2.3	34	0.7069726545540658	0.29302734544593617	30.736118246218254	46.90261688626437	56.34831827161143	173.0449898122271	0.24422575517393932	0.28046743350654507	341	16.166498640046115	-0.4139453091081296
342	061321B	TacHet	Right	S1HL	W2_2.1	36	0.6073840912463109	0.3926159087536364	31.87540296852199	50.828239413977606	50.167152061871136	136.84394015532416	0.22220510883473132	0.23014827190234396	342	18.952836445455617	-0.2147681824926745
343	061321B	TacHet	Right	S1HL	W2_3.1	36	0.6233986719918948	0.37660132800819546	35.350826966700154	61.368470211234865	61.52180534451242	187.89403450696875	0.2218783654720619	0.22336298175636682	343	26.01764324453471	-0.24679734398369935
344	061321B	TacHet	Right	S1HL	W2_3.2	36	0.5832685364041551	0.41673146359593377	36.135878712811824	64.52999776694104	84.59143206418877	198.81763627079448	0.25452155550446626	0.21850722571027123	344	28.394119054129213	-0.16653707280822133
345	061321B	TacHet	Right	S1HL	W2_2.2	37	0.6317948393843784	0.3682051606156603	34.12937588341127	55.02479900786937	64.62780415464785	207.18148886606963	0.23554904816014827	0.26158751366113503	345	20.895423124458098	-0.26358967876871814
346	061321B	TacHet	Right	S1HL	W2_3.3	39	0.4735056822444061	0.5264943177556878	42.30400809935709	69.33493578333608	73.74218491728692	116.07583354992434	0.20299086022129223	0.1553884690530404	346	27.030927683978987	0.05298863551128169
347	061321B	TacHet	Right	S1HL	W3_1.1	40	0.5882627704493676	0.4117372295506075	32.3747980987773	55.088693085801076	70.43387100931278	273.906943915376	0.2592290749830089	0.3004270627901917	347	22.713894987023778	-0.1765255408987601
348	061321B	TacHet	Right	S1HL	W3_1.3	40	0.5397716766058596	0.46022832339416214	35.237239979920744	56.59169301960393	59.88872042015739	212.66274114148976	0.21961936568258822	0.25768730118829847	348	21.354453039683186	-0.07954335321169742
349	061321B	TacHet	Left	S1BF	W1_3.4	28	0.3607287451439638	0.6392712548559931	36.175793381554456	78.57303381356974	30.962075435807048	420.67361075760607	0.15381439006692418	0.26103522254244704	349	42.39724043201528	0.2785425097120293
350	061321B	TacHet	Left	S1BF	W2_1.2	30	0.35839474563843804	0.6416052543615418	34.01989977440741	80.80734555166354	34.52331469529829	724.9415145604684	0.17271227853900561	0.3331966640236629	350	46.78744577725613	0.28321050872310377
351	061321B	TacHet	Left	S1BF	W5_1.2	30	0.6689071668903557	0.3310928331096426	41.22047152502313	87.93231911238144	230.23564177367993	816.5256431492112	0.3681063611623964	0.3249648492934054	351	46.71184758735831	-0.33781433378071307
352	061321B	TacHet	Left	S1BF	W2_1.1	31	0.6432422232359187	0.35675777676412557	38.06307945449211	81.24652570222727	183.53151893492506	658.465084336854	0.3559191929151476	0.31583596087591614	352	43.18344624773516	-0.28648444647179316
353	061321B	TacHet	Left	S1BF	W5_2.1	33	0.33574121112799643	0.664258788871924	29.69567353504369	72.87036921775731	21.07472163020069	881.2895831239349	0.15459225898326429	0.40738810889614063	353	43.174695682713626	0.3285175777439276
354	061321B	TacHet	Left	S1BF	W2_2.3	34	0.31744186565470756	0.6825581343452692	27.771775076669982	66.078391736749	13.326280834338755	480.3752876108314	0.13144704923230915	0.33168884380308195	354	38.306616660079015	0.3651162686905617
355	061321B	TacHet	Left	S1BF	W2_2.1	35	0.30512241010018587	0.6948775898998208	29.033911169319268	72.14443168065144	13.976946110394893	540.5900123107732	0.12876582111477586	0.32227839506711115	355	43.11052051133217	0.389755179799635
