	Cohort	Condition	Hemisphere	Subregion	Coordinates	Map ID	Weight 1	Weight 2	Mean 1	Mean 2	Variance 1	Variance 2	CV 1	CV 2	Index	$\Delta$ Mean	$\Delta$ Weight
627	061321A	TacWT	Right	S1BF	W2_2.1	29	0.3804093412726161	0.6195906587273902	24.14691398543719	58.7920862776026	24.38436261098706	287.22635313484875	0.20450035623390636	0.2882658994428433	627	34.64517229216541	0.23918131745477406
628	061321A	TacWT	Right	S1BF	W2_2.2	30	0.3853476102132021	0.614652389786804	28.036490605378148	64.35244200447215	23.11901056262098	270.54652991739266	0.1714987546309307	0.2555971177063273	628	36.315951399094004	0.22930477957360196
629	061321A	TacWT	Right	S1BF	W5_2.1	31	0.32001726704969624	0.6799827329502788	31.286324973221927	69.31632928418823	17.17672295593824	310.98455239789155	0.13246941042972668	0.25440980918410994	629	38.030004310966305	0.35996546590058254
630	061321A	TacWT	Right	S1BF	W2_3.1	32	0.3644528801624952	0.6355471198374588	26.586217676580162	60.25781252161029	33.37617650723037	405.96672330316585	0.2173010052961283	0.3343735039849989	630	33.67159484503013	0.2710942396749636
631	061321A	TacWT	Right	S1BF	W2_2.4	33	0.3191459425175133	0.6808540574823474	27.677781287188093	60.586203052856554	24.583914990177448	369.80085630908957	0.17914069285262588	0.31740241015634685	631	32.908421765668464	0.36170811496483407
632	061321A	TacWT	Right	S1BF	W2_3.1	33	0.3540702983559354	0.6459297016442156	26.772003496200497	60.69435106242042	29.243929873880248	416.3536316512623	0.2019933137050112	0.3361885408562438	632	33.92234756621992	0.2918594032882802
633	061321A	TacWT	Right	S1BF	W2_3.2	34	0.31880793170472665	0.6811920682952727	32.0736646033625	66.297304041166	51.856115968452094	298.3905031075728	0.22451812621228276	0.2605533311997093	633	34.2236394378035	0.362384136590546
634	061321A	TacWT	Right	S1BF	W3_1.1	34	0.3280088134242224	0.6719911865756945	26.8043660154848	62.467861418905024	35.275831287856434	393.03612504460693	0.22158129121840578	0.31736541421578424	634	35.66349540342023	0.34398237315147207
635	061321A	TacWT	Right	S1BF	W3_1.2	36	0.3654143640299934	0.6345856359699967	23.37286352816415	55.84429498975778	31.029227797596874	498.88653439363685	0.23832717251122654	0.39996508245516704	635	32.471431461593625	0.26917127194000334
636	061321A	TacWT	Right	S1BF	W3_1.3	36	0.3515128782196164	0.6484871217803836	31.251259659345617	67.4961868721106	51.22102282356224	359.00723306630096	0.22901113330163253	0.2807193572246588	636	36.24492721276498	0.2969742435607672
637	061321A	TacWT	Right	S1BF	W3_1.4	37	0.336113624796442	0.6638863752037892	28.742764301491903	67.41142816280372	36.30095854494458	390.80840725384354	0.20961893632833614	0.2932570225496101	637	38.66866386131181	0.3277727504073472
638	061321A	TacWT	Right	S1BF	W3_2.1	37	0.3395933082390885	0.6604066917609971	30.128430607465138	65.76082849001727	44.403050136188185	367.8803254045996	0.22117187108582648	0.291666133855935	638	35.63239788255214	0.3208133835219086
639	061321A	TacWT	Right	S1BF	W5_1.2	37	0.34894784718959415	0.651052152810448	32.607670883142724	70.2745852389837	45.174517946698906	386.6410222813526	0.20612325146077728	0.2798051309411063	639	37.66691435584098	0.3021043056208539
640	061321A	TacWT	Right	S1BF	W3_3.2	38	0.3767073654990583	0.6232926345009462	32.07892290034973	62.84404594951007	75.3173464283992	224.17428095928003	0.2705376589131988	0.23824772111694523	640	30.765123049160337	0.24658526900188787
641	061321A	TacWT	Right	S1BF	W3_2.4	39	0.363498057874304	0.6365019421258394	25.299046005744422	54.031807959570905	38.5901461331992	281.7802743961933	0.24554668017071776	0.3106746331121435	641	28.732761953826483	0.27300388425153543
642	061321A	TacWT	Right	S1BF	W3_2.3	40	0.3748384758378636	0.6251615241619924	29.951812939416534	59.76256389220355	45.79346491688147	251.11815550633642	0.22593246356271787	0.2651611142774114	642	29.810750952787018	0.2503230483241288
643	061321A	TacWT	Right	S1BF	W3_3.1	41	0.45754870814747023	0.54245129185277	28.93821524843238	57.94314696164293	75.19237808291399	279.41569040514145	0.2996506109263801	0.2884850530273009	643	29.004931713210553	0.08490258370529974
644	061321A	TacWT	Right	S1BF	W3_3.3	42	0.33240687355829734	0.6675931264416612	24.904039663073274	57.187772698938	24.775804016384225	277.44096288918166	0.1998683739060057	0.2912608477137707	644	32.28373303586473	0.3351862528833639
645	061321A	TacWT	Right	S1BF	W3_3.4	43	0.39991343746502506	0.6000865625349502	26.396903768108743	52.57077471907726	33.94162108479373	260.89707444498515	0.22070557383017997	0.307248822708994	645	26.173870950968514	0.20017312506992513
646	061321A	TacWT	Right	S1BF	W4_2.1	43	0.4434942530266447	0.5565057469732502	32.95412133734799	63.50357213793665	49.363709285701106	330.01946019925145	0.21320341490049818	0.28606954112101246	646	30.54945080058866	0.11301149394660548
647	061321A	TacWT	Right	S1BF	W4_1.1	44	0.6731294389191773	0.32687056108058116	33.43010121123865	67.0605108600233	138.63295286594453	389.2333691170769	0.35220502302994366	0.2941969562299151	647	33.63040964878465	-0.34625887783859616
648	061321A	TacWT	Right	S1BF	W4_1.2	46	0.527733068368069	0.4722669316322629	39.40259957369776	62.794305778221265	66.76118051073838	146.64632286049326	0.20736579857877876	0.19284808263949482	648	23.3917062045235	-0.05546613673580608
649	061321A	TacWT	Right	S1BF	W4_1.3	46	0.6529610056396072	0.3470389943600939	34.19790881822	63.00422110693151	82.38011640228673	309.67000530955437	0.26540655852654543	0.2793057804344068	649	28.80631228871151	-0.30592201127951335
650	061321A	TacWT	Right	S1BF	W5_2.2	46	0.6708976815703805	0.32910231842931204	33.02157835278985	62.83211433535069	89.5165324050195	373.98552016247913	0.2865192447053948	0.3077837733056041	650	29.810535982560836	-0.3417953631410685
651	061321A	TacWT	Right	S1BF	W4_1.4	48	0.5567054566368738	0.4432945433630996	31.629641334772955	58.92524331114607	81.6618556748736	308.8074070965174	0.28570336468333785	0.2982239168848579	651	27.295601976373113	-0.11341091327377417
652	061321A	TacWT	Right	S1BF	W4_2.2	48	0.6125014708818753	0.38749852911815064	29.596798209852505	54.85777916842082	68.66052478382399	194.3284680782448	0.2799682790659733	0.25411481869083075	652	25.260980958568314	-0.2250029417637247
653	061321A	TacHet	Left	S1FL	W1_2.3	19	0.37229927725638173	0.6277007227436344	27.608746256537007	51.38305056192797	16.530086484564464	201.71915244679218	0.1472620621055577	0.276409956769918	653	23.774304305390967	0.2554014454872527
654	061321A	TacHet	Left	S1FL	W1_2.4	21	0.6565012681982815	0.34349873180172086	30.69126026550287	58.786104524082425	78.28963913710047	437.8360241508788	0.2882952079112114	0.35594349726965874	654	28.094844258579556	-0.3130025363965606
655	061321A	TacHet	Left	S1FL	W1_2.5	22	0.6451850616445001	0.3548149383555399	30.658587751103873	45.87842062902492	57.07275238774731	213.02260931375952	0.24641223218578948	0.3181298283809092	655	15.21983287792105	-0.29037012328896017
656	061321A	TacHet	Left	S1FL	W1_3.2	23	0.3720768060591793	0.6279231939409011	25.458499617882964	43.44737633115457	13.502999397254587	154.44219697448924	0.1443385436269755	0.28603516593794925	656	17.98887671327161	0.2558463878817218
657	061321A	TacHet	Left	S1FL	W2_1.1	25	0.46991330317447577	0.5300866968254946	25.225115670957173	47.162504902753895	29.510317876048347	215.67371914065873	0.2153544138668021	0.31138791274216837	657	21.937389231796722	0.060173393651018814
658	061321A	TacHet	Left	S1FL	W5_1.1	26	0.5308073138137397	0.46919268618640436	34.82241646428311	61.79322949681707	65.73798087632798	210.6620666752877	0.23283554183097646	0.23488337409439852	658	26.97081303253396	-0.06161462762733533
659	061321A	TacHet	Left	S1FL	W1_3.4	27	0.5054817626778844	0.49451823732213884	31.52637010296693	64.19883907921717	65.33415721760636	402.82568510675577	0.25638710408831894	0.3126305412449876	659	32.67246897625024	-0.010963525355745518
660	061321A	TacHet	Left	S1FL	W2_1.3	27	0.43709425806917995	0.562905741930721	29.765498614723633	66.15095646370733	41.2555683510323	374.3747974391265	0.21578841508359187	0.29249414325612805	660	36.3854578489837	0.125811483861541
661	061321A	TacHet	Left	S1FL	W2_1.2	28	0.38456639433576206	0.6154336056642274	20.286770688446353	48.47993723880852	14.984432767752828	434.24409182250355	0.19081268097884196	0.4298381023281759	661	28.193166550362164	0.23086721132846538
662	061321A	TacHet	Left	S1FL	W2_1.4	30	0.40394920801321765	0.5960507919867515	25.34729798733221	54.83400168038397	27.424328419473014	339.3032509788714	0.20660286043695816	0.33592634862208537	662	29.48670369305176	0.19210158397353383
663	061321A	TacHet	Left	S1FL	W2_2.2	31	0.3365428106219676	0.6634571893780253	31.403010972948238	63.55048724899719	30.885671923221746	307.31703704694917	0.17697309087953586	0.27585091825846325	663	32.147476276048955	0.3269143787560577
664	061321A	TacHet	Left	S1FL	W5_2.1	31	0.40473467670183366	0.5952653232981767	28.546450309382294	56.716131620749316	32.544412911321906	284.17305732697844	0.19984169673668306	0.29722466631998185	664	28.16968131136702	0.19053064659634306
665	061321A	TacHet	Left	S1FL	W2_2.3	33	0.34248826824977446	0.6575117317502092	27.406102270578874	61.27135603939695	24.10473108978683	392.4045724775323	0.179144661773793	0.3233028533531315	665	33.86525376881808	0.3150234635004347
666	061321A	TacHet	Left	S1FL	W2_2.1	34	0.3798569326234256	0.6201430673765871	24.863116358086558	55.01633209802954	26.495089939233253	349.6998745945511	0.20702707042054821	0.3399038669355089	666	30.15321573994298	0.24028613475316146
667	061321A	TacHet	Left	S1FL	W2_2.4	34	0.5964622380721515	0.40353776192796403	25.216301430222803	50.50299697322925	67.904730720821	331.28724063828247	0.32678990219135995	0.3604003497675901	667	25.28669554300645	-0.19292447614418745
668	061321A	TacHet	Left	S1FL	W2_3.3	35	0.6460799570438007	0.3539200429563452	24.060202397065016	47.14190196056176	65.01350543006662	260.17440226096693	0.33512167283334204	0.3421568053839603	668	23.081699563496745	-0.2921599140874555
669	061321A	TacHet	Left	S1FL	W3_1.1	36	0.43763001315895333	0.5623699868410289	28.60292707556596	53.84249549732301	35.75307330772791	266.2396267923335	0.20904809333442595	0.3030478222920983	669	25.239568421757046	0.12473997368207557
670	061321A	TacHet	Left	S1FL	W2_3.4	38	0.7143172416363679	0.28568275836355533	22.296521628730474	42.064798841739055	53.514799292364096	226.03801401210325	0.3280951679289922	0.3574143004703667	670	19.76827721300858	-0.42863448327281256
671	061321A	TacHet	Right	S1FL	W1_3.2	23	0.3628100072679806	0.6371899927319883	24.998295746938098	42.64440852889799	16.107385752088323	125.48014347526546	0.1605469753640412	0.2626790325508777	671	17.646112781959893	0.27437998546400766
672	061321A	TacHet	Right	S1FL	W1_3.1	25	0.6367533730288153	0.3632466269710921	30.521911101637833	42.303602216437106	48.976578734491014	139.99674347204004	0.22928861922179422	0.2796930126999581	672	11.781691114799273	-0.2735067460577232
673	061321A	TacHet	Right	S1FL	W1_3.3	25	0.43527297512582613	0.5647270248741278	25.075017311229004	40.64624984177117	18.204409588345456	126.47333058667662	0.17015591770119853	0.27668078261709045	673	15.571232530542169	0.1294540497483017
674	061321A	TacHet	Right	S1FL	W1_3.4	26	0.5595350871990253	0.4404649128009867	31.844478579270326	61.948603654960884	67.30585001260951	314.0995848072408	0.25762752690925106	0.28608965862285063	674	30.104125075690558	-0.11907017439803863
675	061321A	TacHet	Right	S1FL	W5_1.1	26	0.5860638803649346	0.41393611963511534	34.19213385766803	58.5151697924489	73.78105624421745	222.5388387279053	0.2512153827118476	0.25493792060073506	675	24.32303593478087	-0.17212776072981928
676	061321A	TacHet	Right	S1FL	W2_1.3	27	0.398341529902075	0.6016584700979033	29.413103256241506	64.80019594321281	38.77911789164586	417.13594462191224	0.2117181621702837	0.3151827846586374	676	35.38709268697131	0.2033169401958283
677	061321A	TacHet	Right	S1FL	W2_1.2	28	0.6610248786124889	0.33897512138747043	24.674542735874034	56.25195826949142	75.09858247513114	440.46778058873576	0.3512099058274203	0.37309499845575916	677	31.577415533617383	-0.3220497572250185
678	061321A	TacHet	Right	S1FL	W2_1.4	31	0.6500906020484141	0.3499093979517895	31.272917153097918	63.487588556395345	96.91535637491009	327.41301710781113	0.31479505690981835	0.2850093707585605	678	32.21467140329743	-0.3001812040966246
679	061321A	TacHet	Right	S1FL	W2_2.2	32	0.4324571432333935	0.5675428567666077	35.99869964932688	68.39381037027916	86.11214669490792	238.7571919198675	0.25777772976561686	0.22592351237658434	679	32.395110720952275	0.13508571353321414
680	061321A	TacHet	Right	S1FL	W2_2.3	33	0.4981891721885796	0.5018108278115258	32.70865702538192	67.07840287082517	101.37316498061455	331.2857592991566	0.3078213864899115	0.2713430299651054	680	34.369745845443255	0.0036216556229461405
681	061321A	TacHet	Right	S1FL	W2_2.4	34	0.5968257668974153	0.4031742331026798	25.283630110739125	55.7386530894661	70.74990413456851	437.8408077257867	0.33267755402130206	0.3754063792443448	681	30.455022978726973	-0.1936515337947355
682	061321A	TacHet	Right	S1FL	W2_3.3	35	0.37851936598577496	0.6214806340142528	19.483345415486603	44.897127454573976	25.8428448398172	317.24220149676916	0.26091955547466716	0.39671344741932685	682	25.413782039087373	0.24296126802847784
683	061321A	TacHet	Right	S1FL	W3_1.1	36	0.38877917536448764	0.6112208246355594	27.28878714559038	53.0526314040394	27.68850518262085	275.86809506425396	0.19282596845938665	0.31307169766676973	683	25.763844258449023	0.22244164927107174
