"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_9_label"
"1",363,"z23-z32_SH-LW10-1.2-Map128_MergedMC",1,48.154,20.194,"P","0011-0152",133,0,"HET","SH",0.555555555555556
"2",364,"z23-z32_SH-LW10-1.2-Map128_MergedMC",2,43.318,18.205,"P","0011-0186",171,0,"HET","SH",0.444444444444444
"3",365,"z23-z32_SH-LW10-1.2-Map128_MergedMC",3,17.213,5.897,"N","0004-0236",218,0,"HET","SH",0.555555555555556
"4",366,"z23-z32_SH-LW10-1.2-Map128_MergedMC",4,82.794,20.582,"P","0022-0089",70,2,"HET","SH",0.333333333333333
"5",367,"z23-z32_SH-LW10-1.2-Map128_MergedMC",5,16.36,44.043,"P","0025-0394",390,7,"HET","SH",0.333333333333333
"6",368,"z23-z32_SH-LW10-1.2-Map128_MergedMC",6,16.858,4.932,"N","0022-0006",0,9,"HET","SH",0.555555555555556
"7",369,"z23-z32_SH-LW10-1.2-Map128_MergedMC",7,83.434,4.037,"N","0033-0348",327,13,"HET","SH",0.444444444444444
"8",370,"z23-z32_SH-LW10-1.2-Map128_MergedMC",8,83.15,4.698,"N","0034-0028",7,15,"HET","SH",0.555555555555556
"9",371,"z23-z32_SH-LW10-1.2-Map128_MergedMC",9,65.936,3.845,"N","0030-0274",254,15,"HET","SH",0.111111111111111
"10",372,"z23-z32_SH-LW10-1.2-Map128_MergedMC",10,53.133,3.51,"N","0037-0133",118,19,"HET","SH",0.555555555555556
"11",373,"z23-z32_SH-LW10-1.2-Map128_MergedMC",11,70.062,4.131,"N","0040-0063",45,21,"HET","SH",0.444444444444444
"12",374,"z23-z32_SH-LW10-1.2-Map128_MergedMC",12,83.007,18.221,"P","0045-0224",204,26,"HET","SH",0.555555555555556
"13",375,"z23-z32_SH-LW10-1.2-Map128_MergedMC",13,50.075,9.984,"P","0048-0157",141,33,"HET","SH",0.555555555555556
"14",376,"z23-z32_SH-LW10-1.2-Map128_MergedMC",14,20.272,5.842,"N","0051-0188",179,40,"HET","SH",0.666666666666667
"15",377,"z23-z32_SH-LW10-1.2-Map128_MergedMC",15,32.719,3.067,"N","0056-0357",344,45,"HET","SH",0.444444444444444
"16",378,"z23-z32_SH-LW10-1.2-Map128_MergedMC",16,91.543,19.814,"P","0068-0247",226,49,"HET","SH",0.333333333333333
"17",379,"z23-z32_SH-LW10-1.2-Map128_MergedMC",17,37.414,3.589,"N","0062-0284",272,50,"HET","SH",0.444444444444444
"18",380,"z23-z32_SH-LW10-1.2-Map128_MergedMC",18,36.418,5.971,"N","0065-0146",130,54,"HET","SH",0.555555555555556
"19",381,"z23-z32_SH-LW10-1.2-Map128_MergedMC",19,11.879,5.078,"N","0071-0082",75,63,"HET","SH",0.555555555555556
"20",382,"z23-z32_SH-LW10-1.2-Map128_MergedMC",20,73.192,18.86,"P","0086-0030",12,69,"HET","SH",0.555555555555556
"21",383,"z23-z32_SH-LW10-1.2-Map128_MergedMC",21,59.535,30.002,"P","0086-0131",113,69,"HET","SH",0.333333333333333
"22",384,"z23-z32_SH-LW10-1.2-Map128_MergedMC",22,97.944,59.401,"P","0088-0354",332,69,"HET","SH",0.222222222222222
"23",385,"z23-z32_SH-LW10-1.2-Map128_MergedMC",23,129.526,82.748,"P","0117-0193",169,92,"HET","SH",0.444444444444444
"24",386,"z23-z32_SH-LW10-1.2-Map128_MergedMC",24,34.071,3.741,"N","0108-0270",258,92,"HET","SH",0.444444444444444
"25",387,"z23-z32_SH-LW10-1.2-Map128_MergedMC",25,94.104,18.834,"P","0131-0316",299,107,"HET","SH",0.222222222222222
"26",388,"z23-z32_SH-LW10-1.2-Map128_MergedMC",26,58.326,3.351,"N","0131-0273",257,112,"HET","SH",0.444444444444444
"27",389,"z23-z32_SH-LW10-1.2-Map128_MergedMC",27,60.246,4.656,"N","0128-0126",109,113,"HET","SH",0.444444444444444
"28",390,"z23-z32_SH-LW10-1.2-Map128_MergedMC",28,86.706,30.986,"P","0141-0061",40,123,"HET","SH",0.666666666666667
"29",391,"z23-z32_SH-LW10-1.2-Map128_MergedMC",29,30.728,4.032,"N","0140-0251",242,125,"HET","SH",0.444444444444444
"30",392,"z23-z32_SH-LW10-1.2-Map128_MergedMC",30,54.058,5.2,"N","0147-0213",196,131,"HET","SH",0.444444444444444
"31",393,"z23-z32_SH-LW10-1.2-Map128_MergedMC",31,112.028,3.417,"N","0153-0162",135,133,"HET","SH",0.444444444444444
"32",394,"z23-z32_SH-LW10-1.2-Map128_MergedMC",32,81.727,17.059,"P","0170-0018",0,149,"HET","SH",0.666666666666667
"33",395,"z23-z32_SH-LW10-1.2-Map128_MergedMC",33,40.899,13.308,"P","0180-0110",102,155,"HET","SH",0.444444444444444
"34",396,"z23-z32_SH-LW10-1.2-Map128_MergedMC",34,38.267,2.716,"N","0177-0089",76,163,"HET","SH",0.666666666666667
"35",397,"z23-z32_SH-LW10-1.2-Map128_MergedMC",35,93.819,73.638,"P","0189-0057",36,164,"HET","SH",0.555555555555556
"36",398,"z23-z32_SH-LW10-1.2-Map128_MergedMC",36,91.472,23.442,"P","0184-0259",239,164,"HET","SH",0.111111111111111
"37",399,"z23-z32_SH-LW10-1.2-Map128_MergedMC",37,60.886,3.646,"N","0180-0325",309,164,"HET","SH",0.222222222222222
"38",400,"z23-z32_SH-LW10-1.2-Map128_MergedMC",38,76.961,16.944,"P","0187-0182",163,169,"HET","SH",0.444444444444444
"39",401,"z23-z32_SH-LW10-1.2-Map128_MergedMC",39,44.811,3.106,"N","0200-0388",377,183,"HET","SH",0.444444444444444
"40",402,"z23-z32_SH-LW10-1.2-Map128_MergedMC",40,101.501,3.847,"N","0214-0137",119,190,"HET","SH",0.555555555555556
"41",403,"z23-z32_SH-LW10-1.2-Map128_MergedMC",41,52.137,60.093,"P","0214-0010",0,191,"HET","SH",0.666666666666667
"42",404,"z23-z32_SH-LW10-1.2-Map128_MergedMC",42,50.146,27.809,"P","0211-0062",45,195,"HET","SH",0.666666666666667
"43",405,"z23-z32_SH-LW10-1.2-Map128_MergedMC",43,62.807,4.402,"N","0212-0321",303,197,"HET","SH",0.222222222222222
"44",406,"z23-z32_SH-LW10-1.2-Map128_MergedMC",44,55.978,2.423,"N","0217-0221",202,202,"HET","SH",0.444444444444444
"45",407,"z23-z32_SH-LW10-1.2-Map128_MergedMC",45,71.982,3.966,"N","0226-0359",341,209,"HET","SH",0.333333333333333
"46",408,"z23-z32_SH-LW10-1.2-Map128_MergedMC",46,91.401,4.671,"N","0248-0283",257,228,"HET","SH",0.222222222222222
"47",409,"z23-z32_SH-LW10-1.2-Map128_MergedMC",47,103.137,49.212,"P","0249-0216",192,229,"HET","SH",0.333333333333333
"48",410,"z23-z32_SH-LW10-1.2-Map128_MergedMC",48,27.385,6.156,"N","0250-0125",112,237,"HET","SH",0.555555555555556
"49",411,"z23-z32_SH-LW10-1.2-Map128_MergedMC",49,69.351,3.91,"N","0262-0332",314,245,"HET","SH",0.222222222222222
"50",412,"z23-z32_SH-LW10-1.2-Map128_MergedMC",50,12.519,25.08,"P","0257-0103",94,248,"HET","SH",0.444444444444444
"51",413,"z23-z32_SH-LW10-1.2-Map128_MergedMC",51,65.439,3.385,"N","0274-0014",0,254,"HET","SH",0.777777777777778
"52",414,"z23-z32_SH-LW10-1.2-Map128_MergedMC",52,85.284,17.44,"P","0284-0161",140,266,"HET","SH",0.444444444444444
"53",415,"z23-z32_SH-LW10-1.2-Map128_MergedMC",53,68.213,3.634,"N","0289-0081",63,273,"HET","SH",0.444444444444444
"54",416,"z23-z32_SH-LW10-1.2-Map128_MergedMC",54,9.104,3.359,"N","0280-0132",126,273,"HET","SH",0.555555555555556
