"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_9_label"
"55",417,"z23-z32_SH-LW10-1.2-Map128_MergedMC",55,38.908,7.848,"P","0307-0125",111,294,"HET","SH",0.333333333333333
"56",418,"z23-z32_SH-LW10-1.2-Map128_MergedMC",56,87.773,5.055,"N","0318-0290",267,298,"HET","SH",0.222222222222222
"57",419,"z23-z32_SH-LW10-1.2-Map128_MergedMC",57,58.112,3.47,"N","0321-0248",232,305,"HET","SH",0.222222222222222
"58",420,"z23-z32_SH-LW10-1.2-Map128_MergedMC",58,71.556,3.466,"N","0326-0047",27,310,"HET","SH",0.555555555555556
"59",421,"z23-z32_SH-LW10-1.2-Map128_MergedMC",59,77.673,44.379,"P","0337-0354",337,316,"HET","SH",0
"60",422,"z23-z32_SH-LW10-1.2-Map128_MergedMC",60,35.991,3.184,"N","0339-0091",78,327,"HET","SH",0.444444444444444
"61",423,"z23-z32_SH-LW10-1.2-Map128_MergedMC",61,89.622,11.998,"P","0346-0130",107,328,"HET","SH",0.333333333333333
"62",424,"z23-z32_SH-LW10-1.2-Map128_MergedMC",62,12.874,11.492,"P","0343-0005",0,332,"HET","SH",0.444444444444444
"63",425,"z23-z32_SH-LW10-1.2-Map128_MergedMC",63,51.853,3.554,"N","0360-0179",166,344,"HET","SH",0.333333333333333
"64",426,"z23-z32_SH-LW10-1.2-Map128_MergedMC",64,81.087,35.178,"P","0364-0026",5,346,"HET","SH",0.333333333333333
"65",427,"z23-z32_SH-LW10-1.2-Map128_MergedMC",65,59.322,3.814,"N","0366-0202",187,346,"HET","SH",0.333333333333333
"66",428,"z23-z32_SH-LW10-1.2-Map128_MergedMC",66,42.535,4.614,"N","0357-0252",235,346,"HET","SH",0.111111111111111
"67",429,"z23-z32_SH-LW10-1.2-Map128_MergedMC",67,67.288,3.226,"N","0368-0086",68,352,"HET","SH",0.444444444444444
"68",430,"z23-z32_SH-LW10-1.2-Map128_MergedMC",68,30.728,3.981,"N","0384-0136",124,373,"HET","SH",0.333333333333333
"69",431,"z23-z32_SH-LW10-1.2-Map128_MergedMC",69,16.502,3.53,"N","0389-0287",278,380,"HET","SH",0.111111111111111
"70",432,"z23-z32_SH-LW10-1.2-Map128_MergedMC",70,13.23,3.72,"N","0394-0252",240,389,"HET","SH",0.222222222222222
