"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_5_label"
"1",224,"z31-z40_NH-LW8-1.2-Map127_MergedMC",1,27.954,40.929,"P","0007-0101",86,0,"HET","NH",1
"2",225,"z31-z40_NH-LW8-1.2-Map127_MergedMC",2,42.322,4.519,"N","0014-0200",183,1,"HET","NH",0.6
"3",226,"z31-z40_NH-LW8-1.2-Map127_MergedMC",3,91.756,31.544,"P","0034-0335",316,10,"HET","NH",0.8
"4",227,"z31-z40_NH-LW8-1.2-Map127_MergedMC",4,71.058,15.579,"P","0033-0235",217,15,"HET","NH",0.4
"5",228,"z31-z40_NH-LW8-1.2-Map127_MergedMC",5,36.418,12.93,"P","0037-0193",177,26,"HET","NH",0.4
"6",229,"z31-z40_NH-LW8-1.2-Map127_MergedMC",6,82.865,133.987,"P","0056-0026",9,33,"HET","NH",1
"7",230,"z31-z40_NH-LW8-1.2-Map127_MergedMC",7,67.572,4.055,"N","0062-0215",198,45,"HET","NH",0.4
"8",231,"z31-z40_NH-LW8-1.2-Map127_MergedMC",8,89.836,27.63,"P","0068-0300",282,45,"HET","NH",0.8
"9",232,"z31-z40_NH-LW8-1.2-Map127_MergedMC",9,101.216,43.708,"P","0068-0101",81,46,"HET","NH",1
"10",233,"z31-z40_NH-LW8-1.2-Map127_MergedMC",10,122.057,115.45,"P","0079-0054",30,55,"HET","NH",1
"11",234,"z31-z40_NH-LW8-1.2-Map127_MergedMC",11,50.004,5.243,"N","0082-0190",174,68,"HET","NH",0.6
"12",235,"z31-z40_NH-LW8-1.2-Map127_MergedMC",12,58.895,5.518,"N","0085-0363",346,68,"HET","NH",1
"13",236,"z31-z40_NH-LW8-1.2-Map127_MergedMC",13,77.459,35.566,"P","0094-0284",265,73,"HET","NH",0.6
"14",237,"z31-z40_NH-LW8-1.2-Map127_MergedMC",14,75.326,7.63,"N","0108-0235",215,89,"HET","NH",0.4
"15",238,"z31-z40_NH-LW8-1.2-Map127_MergedMC",15,73.192,5.261,"P","0111-0131",114,93,"HET","NH",0.8
"16",239,"z31-z40_NH-LW8-1.2-Map127_MergedMC",16,94.886,158.342,"P","0130-0318",298,108,"HET","NH",0.8
"17",240,"z31-z40_NH-LW8-1.2-Map127_MergedMC",17,50.217,3.551,"N","0130-0244",228,111,"HET","NH",0.6
"18",241,"z31-z40_NH-LW8-1.2-Map127_MergedMC",18,142.756,43.575,"P","0143-0075",51,114,"HET","NH",0.8
"19",242,"z31-z40_NH-LW8-1.2-Map127_MergedMC",19,75.468,31.415,"P","0137-0289",274,114,"HET","NH",0.6
"20",243,"z31-z40_NH-LW8-1.2-Map127_MergedMC",20,74.756,31.007,"P","0135-0382",365,114,"HET","NH",0.6
"21",244,"z31-z40_NH-LW8-1.2-Map127_MergedMC",21,110.677,40.487,"P","0142-0192",170,118,"HET","NH",0.2
"22",245,"z31-z40_NH-LW8-1.2-Map127_MergedMC",22,34.995,2.925,"N","0135-0107",94,122,"HET","NH",1
"23",246,"z31-z40_NH-LW8-1.2-Map127_MergedMC",23,64.016,43.672,"P","0160-0024",8,141,"HET","NH",0.6
"24",247,"z31-z40_NH-LW8-1.2-Map127_MergedMC",24,125.614,108.447,"P","0181-0120",99,153,"HET","NH",0.8
"25",248,"z31-z40_NH-LW8-1.2-Map127_MergedMC",25,63.518,2.558,"N","0189-0030",13,171,"HET","NH",1
"26",249,"z31-z40_NH-LW8-1.2-Map127_MergedMC",26,94.601,30.153,"P","0191-0365",344,172,"HET","NH",0.8
"27",250,"z31-z40_NH-LW8-1.2-Map127_MergedMC",27,63.091,37.879,"P","0191-0066",49,174,"HET","NH",0.8
"28",251,"z31-z40_NH-LW8-1.2-Map127_MergedMC",28,7.966,14.179,"P","0183-0005",0,176,"HET","NH",0.8
"29",252,"z31-z40_NH-LW8-1.2-Map127_MergedMC",29,91.33,34.729,"P","0205-0264",245,185,"HET","NH",0.8
"30",253,"z31-z40_NH-LW8-1.2-Map127_MergedMC",30,71.911,38.584,"P","0212-0232",216,192,"HET","NH",0.8
"31",254,"z31-z40_NH-LW8-1.2-Map127_MergedMC",31,75.681,35.685,"P","0226-0296",279,206,"HET","NH",1
"32",255,"z31-z40_NH-LW8-1.2-Map127_MergedMC",32,17.853,2.849,"N","0216-0390",383,206,"HET","NH",0.8
"33",256,"z31-z40_NH-LW8-1.2-Map127_MergedMC",33,74.543,33.824,"P","0237-0148",130,218,"HET","NH",1
"34",257,"z31-z40_NH-LW8-1.2-Map127_MergedMC",34,64.301,14.685,"P","0242-0340",320,227,"HET","NH",0.8
"35",258,"z31-z40_NH-LW8-1.2-Map127_MergedMC",35,132.798,90.883,"P","0257-0116",92,232,"HET","NH",1
"36",259,"z31-z40_NH-LW8-1.2-Map127_MergedMC",36,87.56,19.693,"P","0265-0295",274,246,"HET","NH",0.8
"37",260,"z31-z40_NH-LW8-1.2-Map127_MergedMC",37,83.719,30.705,"P","0276-0060",40,257,"HET","NH",1
"38",261,"z31-z40_NH-LW8-1.2-Map127_MergedMC",38,65.652,19.649,"P","0284-0017",0,266,"HET","NH",0.8
"39",262,"z31-z40_NH-LW8-1.2-Map127_MergedMC",39,69.991,25.109,"P","0293-0216",198,276,"HET","NH",1
"40",263,"z31-z40_NH-LW8-1.2-Map127_MergedMC",40,23.615,3.575,"N","0298-0330",321,284,"HET","NH",0.8
"41",264,"z31-z40_NH-LW8-1.2-Map127_MergedMC",41,80.518,34.109,"P","0307-0255",239,285,"HET","NH",0.8
"42",265,"z31-z40_NH-LW8-1.2-Map127_MergedMC",42,48.083,14.599,"P","0299-0356",339,286,"HET","NH",0.8
"43",266,"z31-z40_NH-LW8-1.2-Map127_MergedMC",43,91.33,24.567,"P","0314-0132",113,294,"HET","NH",0.8
"44",267,"z31-z40_NH-LW8-1.2-Map127_MergedMC",44,76.321,25.705,"P","0316-0092",73,298,"HET","NH",0.8
"45",268,"z31-z40_NH-LW8-1.2-Map127_MergedMC",45,89.978,25.062,"P","0320-0294",275,299,"HET","NH",0.6
"46",269,"z31-z40_NH-LW8-1.2-Map127_MergedMC",46,76.392,31.852,"P","0335-0067",49,316,"HET","NH",0.8
"47",270,"z31-z40_NH-LW8-1.2-Map127_MergedMC",47,61.242,17.532,"P","0366-0381",364,340,"HET","NH",0.6
"48",271,"z31-z40_NH-LW8-1.2-Map127_MergedMC",48,30.657,5.796,"N","0352-0296",283,342,"HET","NH",0.8
"49",272,"z31-z40_NH-LW8-1.2-Map127_MergedMC",49,51.284,17.563,"P","0377-0228",211,361,"HET","NH",0.8
"50",273,"z31-z40_NH-LW8-1.2-Map127_MergedMC",50,48.794,3.465,"N","0382-0115",99,366,"HET","NH",1
"51",274,"z31-z40_NH-LW8-1.2-Map127_MergedMC",51,46.092,16.156,"P","0384-0183",169,370,"HET","NH",0.8
"52",275,"z31-z40_NH-LW8-1.2-Map127_MergedMC",52,31.012,28.206,"P","0390-0317",301,381,"HET","NH",0.6
"53",276,"z31-z40_NH-LW8-1.2-Map127_MergedMC",53,39.761,21.939,"P","0050-0141",126,37,"HET","NH",0.8
"54",277,"z31-z40_NH-LW8-1.2-Map127_MergedMC",54,46.661,40.595,"P","0067-0139",123,51,"HET","NH",0.8
