"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_21_label"
"1",250,"z15-z24_SH-RW10-2.2-Map127_MergedMC",1,73.547,31.9,"P","0016-0135",116,0,"HET","SH",0.476190476190476
"2",251,"z15-z24_SH-RW10-2.2-Map127_MergedMC",2,15.15,2.803,"N","0005-0319",306,0,"HET","SH",0.428571428571429
"3",252,"z15-z24_SH-RW10-2.2-Map127_MergedMC",3,59.179,2.787,"N","0021-0373",356,5,"HET","SH",0.428571428571429
"4",253,"z15-z24_SH-RW10-2.2-Map127_MergedMC",4,80.66,3.253,"N","0031-0180",160,14,"HET","SH",0.523809523809524
"5",254,"z15-z24_SH-RW10-2.2-Map127_MergedMC",5,96.878,28.189,"P","0035-0282",261,15,"HET","SH",0.333333333333333
"6",255,"z15-z24_SH-RW10-2.2-Map127_MergedMC",6,97.518,3.088,"N","0044-0244",224,20,"HET","SH",0.428571428571429
"7",256,"z15-z24_SH-RW10-2.2-Map127_MergedMC",7,45.665,5.182,"N","0038-0066",51,22,"HET","SH",0.476190476190476
"8",257,"z15-z24_SH-RW10-2.2-Map127_MergedMC",8,54.627,2.973,"N","0043-0327",310,29,"HET","SH",0.428571428571429
"9",258,"z15-z24_SH-RW10-2.2-Map127_MergedMC",9,83.719,53.05,"P","0074-0191",173,53,"HET","SH",0.428571428571429
"10",259,"z15-z24_SH-RW10-2.2-Map127_MergedMC",10,71.413,4.49,"N","0071-0078",58,55,"HET","SH",0.428571428571429
"11",260,"z15-z24_SH-RW10-2.2-Map127_MergedMC",11,48.012,3.044,"N","0069-0295",279,55,"HET","SH",0.428571428571429
"12",261,"z15-z24_SH-RW10-2.2-Map127_MergedMC",12,39.69,4.401,"N","0077-0340",322,64,"HET","SH",0.380952380952381
"13",262,"z15-z24_SH-RW10-2.2-Map127_MergedMC",13,16.502,19.203,"P","0079-0393",388,64,"HET","SH",0.380952380952381
"14",263,"z15-z24_SH-RW10-2.2-Map127_MergedMC",14,106.48,37.216,"P","0108-0302",277,88,"HET","SH",0.333333333333333
"15",264,"z15-z24_SH-RW10-2.2-Map127_MergedMC",15,41.397,3.478,"N","0113-0387",375,97,"HET","SH",0.428571428571429
"16",265,"z15-z24_SH-RW10-2.2-Map127_MergedMC",16,89.622,121.79,"P","0128-0360",341,106,"HET","SH",0.380952380952381
"17",266,"z15-z24_SH-RW10-2.2-Map127_MergedMC",17,112.313,42.992,"P","0134-0070",47,114,"HET","SH",0.428571428571429
"18",267,"z15-z24_SH-RW10-2.2-Map127_MergedMC",18,30.514,3.172,"N","0135-0103",93,122,"HET","SH",0.428571428571429
"19",268,"z15-z24_SH-RW10-2.2-Map127_MergedMC",19,85.141,41.052,"P","0148-0305",284,127,"HET","SH",0.333333333333333
"20",269,"z15-z24_SH-RW10-2.2-Map127_MergedMC",20,53.773,3.167,"N","0145-0015",0,129,"HET","SH",0.476190476190476
"21",270,"z15-z24_SH-RW10-2.2-Map127_MergedMC",21,61.1,36.736,"P","0165-0291",271,146,"HET","SH",0.380952380952381
"22",271,"z15-z24_SH-RW10-2.2-Map127_MergedMC",22,16.929,8.143,"N","0167-0359",350,156,"HET","SH",0.428571428571429
"23",272,"z15-z24_SH-RW10-2.2-Map127_MergedMC",23,41.539,14.904,"P","0176-0141",124,164,"HET","SH",0.333333333333333
"24",273,"z15-z24_SH-RW10-2.2-Map127_MergedMC",24,113.024,93.273,"P","0192-0086",64,167,"HET","SH",0.428571428571429
"25",274,"z15-z24_SH-RW10-2.2-Map127_MergedMC",25,78.597,4.09,"N","0192-0165",148,171,"HET","SH",0.476190476190476
"26",275,"z15-z24_SH-RW10-2.2-Map127_MergedMC",26,36.418,3.779,"N","0193-0389",380,176,"HET","SH",0.428571428571429
"27",276,"z15-z24_SH-RW10-2.2-Map127_MergedMC",27,56.05,4.731,"N","0213-0234",220,196,"HET","SH",0.428571428571429
"28",277,"z15-z24_SH-RW10-2.2-Map127_MergedMC",28,84.43,42.398,"P","0219-0016",0,197,"HET","SH",0.428571428571429
"29",278,"z15-z24_SH-RW10-2.2-Map127_MergedMC",29,19.916,3.486,"N","0230-0100",90,220,"HET","SH",0.428571428571429
"30",279,"z15-z24_SH-RW10-2.2-Map127_MergedMC",30,25.109,5.249,"P","0235-0281",270,225,"HET","SH",0.428571428571429
"31",280,"z15-z24_SH-RW10-2.2-Map127_MergedMC",31,92.468,5,"N","0253-0198",178,232,"HET","SH",0.428571428571429
"32",281,"z15-z24_SH-RW10-2.2-Map127_MergedMC",32,41.255,3.012,"N","0250-0126",114,234,"HET","SH",0.476190476190476
"33",282,"z15-z24_SH-RW10-2.2-Map127_MergedMC",33,93.25,5.011,"N","0254-0330",307,235,"HET","SH",0.380952380952381
"34",283,"z15-z24_SH-RW10-2.2-Map127_MergedMC",34,83.932,3.963,"N","0260-0281",259,242,"HET","SH",0.428571428571429
"35",284,"z15-z24_SH-RW10-2.2-Map127_MergedMC",35,61.313,3.568,"N","0262-0037",19,244,"HET","SH",0.428571428571429
"36",285,"z15-z24_SH-RW10-2.2-Map127_MergedMC",36,3.414,26.958,"P","0261-0396",394,254,"HET","SH",0.380952380952381
"37",286,"z15-z24_SH-RW10-2.2-Map127_MergedMC",37,56.547,18.445,"P","0287-0017",0,272,"HET","SH",0.380952380952381
"38",287,"z15-z24_SH-RW10-2.2-Map127_MergedMC",38,85.355,38.965,"P","0292-0340",319,273,"HET","SH",0.380952380952381
"39",288,"z15-z24_SH-RW10-2.2-Map127_MergedMC",39,95.028,59.505,"P","0299-0144",123,280,"HET","SH",0.428571428571429
"40",289,"z15-z24_SH-RW10-2.2-Map127_MergedMC",40,100.149,4.592,"N","0325-0279",260,301,"HET","SH",0.380952380952381
"41",290,"z15-z24_SH-RW10-2.2-Map127_MergedMC",41,66.079,3.323,"N","0326-0354",337,309,"HET","SH",0.476190476190476
"42",291,"z15-z24_SH-RW10-2.2-Map127_MergedMC",42,69.92,4.425,"N","0329-0190",172,312,"HET","SH",0.380952380952381
"43",292,"z15-z24_SH-RW10-2.2-Map127_MergedMC",43,67.928,75.01,"P","0367-0136",120,347,"HET","SH",0.428571428571429
"44",293,"z15-z24_SH-RW10-2.2-Map127_MergedMC",44,41.753,14.213,"P","0362-0209",195,347,"HET","SH",0.333333333333333
"45",294,"z15-z24_SH-RW10-2.2-Map127_MergedMC",45,49.221,3.543,"N","0382-0308",292,366,"HET","SH",0.380952380952381
"46",295,"z15-z24_SH-RW10-2.2-Map127_MergedMC",46,46.376,4.517,"N","0383-0189",174,368,"HET","SH",0.380952380952381
"47",296,"z15-z24_SH-RW10-2.2-Map127_MergedMC",47,70.987,21.702,"P","0386-0070",48,374,"HET","SH",0.333333333333333
"48",297,"z15-z24_SH-RW10-2.2-Map127_MergedMC",48,22.334,5.764,"N","0391-0123",108,384,"HET","SH",0.476190476190476
"49",298,"z15-z24_SH-RW10-2.2-Map127_MergedMC",49,51.071,34.292,"P","0016-0059",44,0,"HET","SH",0.428571428571429
"50",299,"z15-z24_SH-RW10-2.2-Map127_MergedMC",50,17.996,30.881,"P","0020-0039",30,10,"HET","SH",0.428571428571429
"51",300,"z15-z24_SH-RW10-2.2-Map127_MergedMC",51,40.046,3.638,"N","0090-0201",182,73,"HET","SH",0.476190476190476
