"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_21_label"
"22",168,"z12-z21_SW-LW10-2.1-Map128_MergedMC",23,56.832,8.748,"N","0134-0229",213,118,"WT","SW",0.523809523809524
"23",169,"z12-z21_SW-LW10-2.1-Map128_MergedMC",24,43.318,4.916,"N","0135-0365",350,121,"WT","SW",0.428571428571429
"24",170,"z12-z21_SW-LW10-2.1-Map128_MergedMC",25,13.799,4.974,"N","0137-0006",0,128,"WT","SW",0.761904761904762
"25",171,"z12-z21_SW-LW10-2.1-Map128_MergedMC",26,39.548,3.768,"N","0148-0324",310,134,"WT","SW",0.476190476190476
"26",172,"z12-z21_SW-LW10-2.1-Map128_MergedMC",27,62.522,4.885,"N","0154-0198",180,138,"WT","SW",0.523809523809524
"27",173,"z12-z21_SW-LW10-2.1-Map128_MergedMC",28,60.175,14.877,"P","0156-0378",358,139,"WT","SW",0.428571428571429
"28",174,"z12-z21_SW-LW10-2.1-Map128_MergedMC",29,48.083,29.095,"P","0161-0133",115,148,"WT","SW",0.619047619047619
"29",175,"z12-z21_SW-LW10-2.1-Map128_MergedMC",30,50.502,5.251,"N","0168-0313",297,151,"WT","SW",0.523809523809524
"30",176,"z12-z21_SW-LW10-2.1-Map128_MergedMC",31,101.216,48.391,"P","0177-0353",333,154,"WT","SW",0.428571428571429
"31",177,"z12-z21_SW-LW10-2.1-Map128_MergedMC",32,43.887,6.353,"N","0185-0249",238,165,"WT","SW",0.571428571428571
"32",178,"z12-z21_SW-LW10-2.1-Map128_MergedMC",33,26.958,7.245,"N","0197-0313",303,185,"WT","SW",0.523809523809524
"33",179,"z12-z21_SW-LW10-2.1-Map128_MergedMC",34,33.857,15.496,"P","0211-0185",176,194,"WT","SW",0.476190476190476
"34",180,"z12-z21_SW-LW10-2.1-Map128_MergedMC",35,22.904,9.186,"P","0210-0201",194,197,"WT","SW",0.523809523809524
"35",181,"z12-z21_SW-LW10-2.1-Map128_MergedMC",36,93.037,15.43,"P","0225-0038",17,205,"WT","SW",0.666666666666667
"36",182,"z12-z21_SW-LW10-2.1-Map128_MergedMC",37,82.51,13.846,"P","0228-0139",120,210,"WT","SW",0.571428571428571
"37",183,"z12-z21_SW-LW10-2.1-Map128_MergedMC",38,71.058,10.925,"P","0248-0367",347,232,"WT","SW",0.476190476190476
"38",184,"z12-z21_SW-LW10-2.1-Map128_MergedMC",39,7.895,7.91,"N","0246-0395",391,236,"WT","SW",0.523809523809524
"39",185,"z12-z21_SW-LW10-2.1-Map128_MergedMC",40,69.493,9.653,"P","0275-0355",336,257,"WT","SW",0.476190476190476
"40",186,"z12-z21_SW-LW10-2.1-Map128_MergedMC",41,75.397,48.959,"P","0279-0101",84,259,"WT","SW",0.619047619047619
"41",187,"z12-z21_SW-LW10-2.1-Map128_MergedMC",42,32.079,6.898,"N","0275-0204",192,262,"WT","SW",0.714285714285714
"42",188,"z12-z21_SW-LW10-2.1-Map128_MergedMC",43,47.158,9.25,"P","0292-0011",0,275,"WT","SW",0.666666666666667
"43",189,"z12-z21_SW-LW10-2.1-Map128_MergedMC",44,69.92,9.599,"P","0312-0263",245,294,"WT","SW",0.523809523809524
"44",190,"z12-z21_SW-LW10-2.1-Map128_MergedMC",45,61.242,14.298,"P","0316-0140",121,297,"WT","SW",0.714285714285714
"45",191,"z12-z21_SW-LW10-2.1-Map128_MergedMC",46,79.735,12.567,"P","0332-0302",283,314,"WT","SW",0.476190476190476
"46",192,"z12-z21_SW-LW10-2.1-Map128_MergedMC",47,66.577,12.37,"P","0339-0070",52,322,"WT","SW",0.714285714285714
"47",193,"z12-z21_SW-LW10-2.1-Map128_MergedMC",48,36.347,5.399,"N","0336-0358",346,323,"WT","SW",0.523809523809524
"48",194,"z12-z21_SW-LW10-2.1-Map128_MergedMC",49,47.514,8.702,"P","0348-0011",0,331,"WT","SW",0.714285714285714
"49",195,"z12-z21_SW-LW10-2.1-Map128_MergedMC",50,89.48,11.219,"P","0351-0191",171,331,"WT","SW",0.714285714285714
"50",196,"z12-z21_SW-LW10-2.1-Map128_MergedMC",51,47.158,8.442,"P","0352-0384",370,337,"WT","SW",0.476190476190476
"51",197,"z12-z21_SW-LW10-2.1-Map128_MergedMC",52,72.836,10.375,"P","0369-0269",251,350,"WT","SW",0.571428571428571
"52",198,"z12-z21_SW-LW10-2.1-Map128_MergedMC",53,33.075,4.071,"N","0365-0360",350,350,"WT","SW",0.523809523809524
"53",199,"z12-z21_SW-LW10-2.1-Map128_MergedMC",54,59.322,12.842,"P","0383-0093",74,368,"WT","SW",0.714285714285714
"54",200,"z12-z21_SW-LW10-2.1-Map128_MergedMC",55,27.954,3.031,"N","0390-0347",332,381,"WT","SW",0.571428571428571
"55",201,"z12-z21_SW-LW10-2.1-Map128_MergedMC",56,12.448,2.949,"N","0393-0370",360,387,"WT","SW",0.523809523809524
"56",202,"z12-z21_SW-LW10-2.1-Map128_MergedMC",57,35.707,8.398,"N","0328-0130",117,315,"WT","SW",0.761904761904762
"57",203,"z12-z21_SW-LW10-2.1-Map128_MergedMC",58,57.543,9.7,"P","0301-0061",41,287,"WT","SW",0.666666666666667
"58",204,"z12-z21_SW-LW10-2.1-Map128_MergedMC",59,18.707,9.27,"P","0096-0394",389,76,"WT","SW",0.428571428571429
