"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_21_label"
"1",433,"z29-z38_SH-RW10-1.2-Map127_MergedMC",1,55.552,5.133,"N","0013-0044",26,0,"HET","SH",0.142857142857143
"2",434,"z29-z38_SH-RW10-1.2-Map127_MergedMC",2,48.083,14.445,"P","0015-0381",364,0,"HET","SH",0.238095238095238
"3",435,"z29-z38_SH-RW10-1.2-Map127_MergedMC",3,38.694,6.195,"N","0014-0143",128,2,"HET","SH",0.0952380952380952
"4",436,"z29-z38_SH-RW10-1.2-Map127_MergedMC",4,75.823,39.038,"P","0027-0286",266,8,"HET","SH",0.238095238095238
"5",437,"z29-z38_SH-RW10-1.2-Map127_MergedMC",5,67.43,4.929,"N","0035-0320",305,13,"HET","SH",0.285714285714286
"6",438,"z29-z38_SH-RW10-1.2-Map127_MergedMC",6,46.447,8.188,"N","0030-0188",174,14,"HET","SH",0.142857142857143
"7",439,"z29-z38_SH-RW10-1.2-Map127_MergedMC",7,48.652,5.348,"N","0040-0025",10,24,"HET","SH",0.238095238095238
"8",440,"z29-z38_SH-RW10-1.2-Map127_MergedMC",8,29.732,9.99,"N","0037-0212",201,26,"HET","SH",0.19047619047619
"9",441,"z29-z38_SH-RW10-1.2-Map127_MergedMC",9,72.694,4.28,"N","0050-0093",75,31,"HET","SH",0.0952380952380952
"10",442,"z29-z38_SH-RW10-1.2-Map127_MergedMC",10,49.79,6.756,"N","0059-0300",284,44,"HET","SH",0.285714285714286
"11",443,"z29-z38_SH-RW10-1.2-Map127_MergedMC",11,83.007,22.093,"P","0083-0360",342,61,"HET","SH",0.238095238095238
"12",444,"z29-z38_SH-RW10-1.2-Map127_MergedMC",12,68.497,3.572,"N","0086-0227",209,70,"HET","SH",0.19047619047619
"13",445,"z29-z38_SH-RW10-1.2-Map127_MergedMC",13,66.648,31.293,"P","0090-0062",45,73,"HET","SH",0.142857142857143
"14",446,"z29-z38_SH-RW10-1.2-Map127_MergedMC",14,66.079,5.687,"N","0110-0319",302,92,"HET","SH",0.333333333333333
"15",447,"z29-z38_SH-RW10-1.2-Map127_MergedMC",15,15.293,5.507,"N","0102-0277",269,94,"HET","SH",0.285714285714286
"16",448,"z29-z38_SH-RW10-1.2-Map127_MergedMC",16,56.263,7.284,"N","0125-0177",163,107,"HET","SH",0.142857142857143
"17",449,"z29-z38_SH-RW10-1.2-Map127_MergedMC",17,70.631,4.656,"N","0130-0031",14,110,"HET","SH",0.333333333333333
"18",450,"z29-z38_SH-RW10-1.2-Map127_MergedMC",18,86.848,3.927,"N","0139-0291",272,119,"HET","SH",0.238095238095238
"19",451,"z29-z38_SH-RW10-1.2-Map127_MergedMC",19,49.292,6.227,"N","0137-0157",142,121,"HET","SH",0.238095238095238
"20",452,"z29-z38_SH-RW10-1.2-Map127_MergedMC",20,68.284,5.25,"N","0140-0095",77,124,"HET","SH",0.238095238095238
"21",453,"z29-z38_SH-RW10-1.2-Map127_MergedMC",21,47.443,6.978,"N","0142-0244",228,127,"HET","SH",0.238095238095238
"22",454,"z29-z38_SH-RW10-1.2-Map127_MergedMC",22,74.259,5.419,"N","0157-0050",33,137,"HET","SH",0.333333333333333
"23",455,"z29-z38_SH-RW10-1.2-Map127_MergedMC",23,56.832,4.428,"N","0154-0360",342,139,"HET","SH",0.333333333333333
"24",456,"z29-z38_SH-RW10-1.2-Map127_MergedMC",24,49.292,7.426,"N","0155-0234",216,140,"HET","SH",0.238095238095238
"25",457,"z29-z38_SH-RW10-1.2-Map127_MergedMC",25,56.121,16.328,"P","0160-0321",306,142,"HET","SH",0.238095238095238
"26",458,"z29-z38_SH-RW10-1.2-Map127_MergedMC",26,35.067,3.46,"N","0163-0379",370,146,"HET","SH",0.333333333333333
"27",459,"z29-z38_SH-RW10-1.2-Map127_MergedMC",27,43.246,5.653,"N","0169-0273",261,153,"HET","SH",0.238095238095238
"28",460,"z29-z38_SH-RW10-1.2-Map127_MergedMC",28,54.271,3.864,"N","0168-0096",78,155,"HET","SH",0.333333333333333
"29",461,"z29-z38_SH-RW10-1.2-Map127_MergedMC",29,66.079,4.823,"N","0193-0361",343,176,"HET","SH",0.285714285714286
"30",462,"z29-z38_SH-RW10-1.2-Map127_MergedMC",30,43.602,9.325,"N","0194-0101",90,178,"HET","SH",0.333333333333333
"31",463,"z29-z38_SH-RW10-1.2-Map127_MergedMC",31,86.35,6.609,"N","0203-0202",181,184,"HET","SH",0.238095238095238
"32",464,"z29-z38_SH-RW10-1.2-Map127_MergedMC",32,66.363,3.582,"N","0204-0141",123,188,"HET","SH",0.238095238095238
"33",465,"z29-z38_SH-RW10-1.2-Map127_MergedMC",33,74.33,5.659,"N","0211-0248",231,189,"HET","SH",0.285714285714286
"34",466,"z29-z38_SH-RW10-1.2-Map127_MergedMC",34,23.757,13.147,"P","0200-0077",66,190,"HET","SH",0.380952380952381
"35",467,"z29-z38_SH-RW10-1.2-Map127_MergedMC",35,40.472,3.663,"N","0213-0321",310,197,"HET","SH",0.238095238095238
"36",468,"z29-z38_SH-RW10-1.2-Map127_MergedMC",36,62.736,28.495,"P","0219-0272",257,200,"HET","SH",0.238095238095238
"37",469,"z29-z38_SH-RW10-1.2-Map127_MergedMC",37,48.866,13.959,"P","0216-0298",286,200,"HET","SH",0.19047619047619
"38",470,"z29-z38_SH-RW10-1.2-Map127_MergedMC",38,64.585,10.688,"P","0238-0150",133,219,"HET","SH",0.19047619047619
"39",471,"z29-z38_SH-RW10-1.2-Map127_MergedMC",39,51.497,5.681,"N","0239-0070",56,220,"HET","SH",0.380952380952381
"40",472,"z29-z38_SH-RW10-1.2-Map127_MergedMC",40,77.957,21.084,"P","0239-0195",175,222,"HET","SH",0.142857142857143
"41",473,"z29-z38_SH-RW10-1.2-Map127_MergedMC",41,71.556,26.951,"P","0242-0098",82,223,"HET","SH",0.380952380952381
"42",474,"z29-z38_SH-RW10-1.2-Map127_MergedMC",42,73.405,28.404,"P","0249-0373",356,229,"HET","SH",0.333333333333333
"43",475,"z29-z38_SH-RW10-1.2-Map127_MergedMC",43,31.368,4.254,"N","0248-0237",226,235,"HET","SH",0.285714285714286
"44",476,"z29-z38_SH-RW10-1.2-Map127_MergedMC",44,66.221,23.453,"P","0251-0300",282,235,"HET","SH",0.333333333333333
"45",477,"z29-z38_SH-RW10-1.2-Map127_MergedMC",45,36.56,8.992,"N","0263-0140",128,248,"HET","SH",0.333333333333333
"46",478,"z29-z38_SH-RW10-1.2-Map127_MergedMC",46,24.611,13.061,"P","0264-0008",0,251,"HET","SH",0.428571428571429
"47",479,"z29-z38_SH-RW10-1.2-Map127_MergedMC",47,21.196,4.04,"N","0272-0241",233,261,"HET","SH",0.285714285714286
"48",480,"z29-z38_SH-RW10-1.2-Map127_MergedMC",48,65.723,3.62,"N","0280-0182",163,263,"HET","SH",0.285714285714286
"49",481,"z29-z38_SH-RW10-1.2-Map127_MergedMC",49,40.188,3.83,"N","0276-0266",250,264,"HET","SH",0.380952380952381
"50",482,"z29-z38_SH-RW10-1.2-Map127_MergedMC",50,40.188,3.589,"N","0280-0373",356,269,"HET","SH",0.428571428571429
"51",483,"z29-z38_SH-RW10-1.2-Map127_MergedMC",51,26.318,4.222,"N","0286-0342",332,274,"HET","SH",0.380952380952381
"52",484,"z29-z38_SH-RW10-1.2-Map127_MergedMC",52,57.899,12.736,"P","0291-0076",58,277,"HET","SH",0.476190476190476
"53",485,"z29-z38_SH-RW10-1.2-Map127_MergedMC",53,49.861,3.047,"N","0297-0274",260,281,"HET","SH",0.333333333333333
"54",486,"z29-z38_SH-RW10-1.2-Map127_MergedMC",54,42.606,24.553,"P","0297-0015",0,282,"HET","SH",0.476190476190476
"55",487,"z29-z38_SH-RW10-1.2-Map127_MergedMC",55,54.84,5.514,"N","0298-0246",231,282,"HET","SH",0.428571428571429
"56",488,"z29-z38_SH-RW10-1.2-Map127_MergedMC",56,33.359,1.802,"N","0300-0048",37,285,"HET","SH",0.523809523809524
"57",489,"z29-z38_SH-RW10-1.2-Map127_MergedMC",57,67.075,5.661,"N","0300-0129",107,286,"HET","SH",0.476190476190476
"58",490,"z29-z38_SH-RW10-1.2-Map127_MergedMC",58,60.246,3.777,"N","0309-0307",289,291,"HET","SH",0.428571428571429
"59",491,"z29-z38_SH-RW10-1.2-Map127_MergedMC",59,32.435,6.007,"N","0306-0337",326,294,"HET","SH",0.428571428571429
"60",492,"z29-z38_SH-RW10-1.2-Map127_MergedMC",60,17.213,23.397,"P","0308-0006",0,295,"HET","SH",0.476190476190476
"61",493,"z29-z38_SH-RW10-1.2-Map127_MergedMC",61,76.108,3.993,"N","0319-0202",185,300,"HET","SH",0.333333333333333
"62",494,"z29-z38_SH-RW10-1.2-Map127_MergedMC",62,80.162,20.189,"P","0324-0060",39,303,"HET","SH",0.476190476190476
"63",495,"z29-z38_SH-RW10-1.2-Map127_MergedMC",63,52.422,2.894,"N","0322-0381",367,304,"HET","SH",0.428571428571429
"64",496,"z29-z38_SH-RW10-1.2-Map127_MergedMC",64,22.761,6.816,"N","0317-0172",162,307,"HET","SH",0.380952380952381
"65",497,"z29-z38_SH-RW10-1.2-Map127_MergedMC",65,47.656,4.512,"N","0330-0118",102,314,"HET","SH",0.476190476190476
"66",498,"z29-z38_SH-RW10-1.2-Map127_MergedMC",66,63.234,33.231,"P","0337-0335",318,318,"HET","SH",0.380952380952381
"67",499,"z29-z38_SH-RW10-1.2-Map127_MergedMC",67,12.59,5.198,"N","0332-0006",0,324,"HET","SH",0.523809523809524
"68",500,"z29-z38_SH-RW10-1.2-Map127_MergedMC",68,53.773,2.992,"N","0340-0085",69,324,"HET","SH",0.476190476190476
"69",501,"z29-z38_SH-RW10-1.2-Map127_MergedMC",69,56.974,26.407,"P","0341-0312",296,325,"HET","SH",0.380952380952381
"70",502,"z29-z38_SH-RW10-1.2-Map127_MergedMC",70,52.991,2.626,"N","0343-0169",154,326,"HET","SH",0.380952380952381
"71",503,"z29-z38_SH-RW10-1.2-Map127_MergedMC",71,64.514,2.677,"N","0348-0022",3,333,"HET","SH",0.523809523809524
"72",504,"z29-z38_SH-RW10-1.2-Map127_MergedMC",72,40.757,11.07,"P","0346-0241",226,333,"HET","SH",0.333333333333333
"73",505,"z29-z38_SH-RW10-1.2-Map127_MergedMC",73,55.054,15.13,"P","0354-0125",107,339,"HET","SH",0.476190476190476
"74",506,"z29-z38_SH-RW10-1.2-Map127_MergedMC",74,20.201,3.049,"P","0359-0387",377,348,"HET","SH",0.428571428571429
"75",507,"z29-z38_SH-RW10-1.2-Map127_MergedMC",75,48.794,10.224,"P","0369-0315",300,356,"HET","SH",0.380952380952381
"76",508,"z29-z38_SH-RW10-1.2-Map127_MergedMC",76,27.954,2.478,"N","0372-0379",368,361,"HET","SH",0.476190476190476
"77",509,"z29-z38_SH-RW10-1.2-Map127_MergedMC",77,67.359,15.829,"P","0380-0027",5,366,"HET","SH",0.428571428571429
"78",510,"z29-z38_SH-RW10-1.2-Map127_MergedMC",78,60.175,11.664,"P","0384-0097",79,369,"HET","SH",0.428571428571429
"79",511,"z29-z38_SH-RW10-1.2-Map127_MergedMC",79,55.054,10.553,"P","0385-0221",204,371,"HET","SH",0.285714285714286
"80",512,"z29-z38_SH-RW10-1.2-Map127_MergedMC",80,3.13,49.114,"P","0394-0395",392,389,"HET","SH",0.428571428571429
"81",513,"z29-z38_SH-RW10-1.2-Map127_MergedMC",81,53.418,4.897,"N","0068-0167",154,52,"HET","SH",0.0952380952380952
