"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_3_label"
"1",278,"z13-z22_NH-LW8-2.2-Map126_MergedMC",1,96.806,21.772,"P","0017-0204",177,0,"HET","NH",0.333333333333333
"2",279,"z13-z22_NH-LW8-2.2-Map126_MergedMC",2,73.476,15.377,"P","0017-0255",236,0,"HET","NH",0.333333333333333
"3",280,"z13-z22_NH-LW8-2.2-Map126_MergedMC",3,58.681,25.632,"P","0013-0318",299,0,"HET","NH",0.333333333333333
"4",281,"z13-z22_NH-LW8-2.2-Map126_MergedMC",4,15.506,7.716,"N","0031-0031",23,22,"HET","NH",0
"5",282,"z13-z22_NH-LW8-2.2-Map126_MergedMC",5,41.184,5.734,"N","0047-0066",53,31,"HET","NH",0
"6",283,"z13-z22_NH-LW8-2.2-Map126_MergedMC",6,49.15,8.139,"N","0050-0125",110,34,"HET","NH",0.333333333333333
"7",284,"z13-z22_NH-LW8-2.2-Map126_MergedMC",7,36.205,26.012,"P","0065-0305",295,44,"HET","NH",0.666666666666667
"8",285,"z13-z22_NH-LW8-2.2-Map126_MergedMC",8,39.05,9.259,"N","0060-0246",233,46,"HET","NH",0.666666666666667
"9",286,"z13-z22_NH-LW8-2.2-Map126_MergedMC",9,124.262,46.043,"P","0067-0355",327,49,"HET","NH",0.666666666666667
"10",287,"z13-z22_NH-LW8-2.2-Map126_MergedMC",10,40.472,31.719,"P","0070-0267",255,53,"HET","NH",0.333333333333333
"11",288,"z13-z22_NH-LW8-2.2-Map126_MergedMC",11,47.087,14.956,"P","0074-0185",170,59,"HET","NH",0.666666666666667
"12",289,"z13-z22_NH-LW8-2.2-Map126_MergedMC",12,80.447,17.434,"P","0088-0290",272,66,"HET","NH",0.666666666666667
"13",290,"z13-z22_NH-LW8-2.2-Map126_MergedMC",13,55.481,37.209,"P","0095-0204",187,78,"HET","NH",1
"14",291,"z13-z22_NH-LW8-2.2-Map126_MergedMC",14,57.828,14.266,"N","0099-0039",24,82,"HET","NH",0.333333333333333
"15",292,"z13-z22_NH-LW8-2.2-Map126_MergedMC",15,46.02,11.048,"P","0112-0195",178,98,"HET","NH",0.666666666666667
"16",293,"z13-z22_NH-LW8-2.2-Map126_MergedMC",16,49.15,10.34,"N","0122-0358",341,109,"HET","NH",0.666666666666667
"17",294,"z13-z22_NH-LW8-2.2-Map126_MergedMC",17,88.342,36.011,"P","0130-0308",288,110,"HET","NH",0.333333333333333
"18",295,"z13-z22_NH-LW8-2.2-Map126_MergedMC",18,38.41,8.38,"N","0139-0112",99,126,"HET","NH",0
"19",296,"z13-z22_NH-LW8-2.2-Map126_MergedMC",19,66.434,20.577,"P","0148-0176",161,127,"HET","NH",0.333333333333333
"20",297,"z13-z22_NH-LW8-2.2-Map126_MergedMC",20,95.74,23.241,"P","0167-0021",0,144,"HET","NH",0.666666666666667
"21",298,"z13-z22_NH-LW8-2.2-Map126_MergedMC",21,37.129,5.352,"N","0166-0111",100,151,"HET","NH",0.333333333333333
"22",299,"z13-z22_NH-LW8-2.2-Map126_MergedMC",22,39.903,25.677,"P","0166-0218",206,151,"HET","NH",0
"23",300,"z13-z22_NH-LW8-2.2-Map126_MergedMC",23,76.819,40.519,"P","0175-0081",62,157,"HET","NH",0.666666666666667
"24",301,"z13-z22_NH-LW8-2.2-Map126_MergedMC",24,79.024,33.816,"P","0179-0147",128,160,"HET","NH",0
"25",302,"z13-z22_NH-LW8-2.2-Map126_MergedMC",25,101.003,9.391,"N","0184-0289",263,165,"HET","NH",0.666666666666667
"26",303,"z13-z22_NH-LW8-2.2-Map126_MergedMC",26,92.468,38.782,"P","0189-0356",335,169,"HET","NH",0.333333333333333
"27",304,"z13-z22_NH-LW8-2.2-Map126_MergedMC",27,41.184,13.451,"N","0185-0195",183,170,"HET","NH",0.333333333333333
"28",305,"z13-z22_NH-LW8-2.2-Map126_MergedMC",28,42.962,9.298,"N","0195-0111",98,179,"HET","NH",0.333333333333333
