"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_1_label"
"1",205,"z41-z50_SW-RW9-1.2-Map128_MergedMC",1,111.672,36.22,"P","0020-0182",159,0,"WT","SW",1
"2",206,"z41-z50_SW-RW9-1.2-Map128_MergedMC",2,5.619,56.608,"P","0004-0220",214,0,"WT","SW",1
"3",207,"z41-z50_SW-RW9-1.2-Map128_MergedMC",3,86.92,38.446,"P","0016-0247",224,0,"WT","SW",1
"4",208,"z41-z50_SW-RW9-1.2-Map128_MergedMC",4,42.322,106.896,"P","0010-0319",301,0,"WT","SW",0
"5",209,"z41-z50_SW-RW9-1.2-Map128_MergedMC",5,38.765,28.617,"P","0014-0385",372,0,"WT","SW",0
"6",210,"z41-z50_SW-RW9-1.2-Map128_MergedMC",6,38.836,13.52,"N","0027-0014",0,14,"WT","SW",1
"7",211,"z41-z50_SW-RW9-1.2-Map128_MergedMC",7,74.685,36.508,"P","0048-0039",21,29,"WT","SW",0
"8",212,"z41-z50_SW-RW9-1.2-Map128_MergedMC",8,35.778,9.274,"N","0043-0354",339,31,"WT","SW",1
"9",213,"z41-z50_SW-RW9-1.2-Map128_MergedMC",9,75.112,12.917,"N","0085-0145",127,66,"WT","SW",1
"10",214,"z41-z50_SW-RW9-1.2-Map128_MergedMC",10,20.556,13.612,"N","0098-0004",0,76,"WT","SW",1
"11",215,"z41-z50_SW-RW9-1.2-Map128_MergedMC",11,97.447,122.318,"P","0100-0251",229,79,"WT","SW",0
"12",216,"z41-z50_SW-RW9-1.2-Map128_MergedMC",12,105.698,112.923,"P","0104-0078",55,83,"WT","SW",0
"13",217,"z41-z50_SW-RW9-1.2-Map128_MergedMC",13,34.426,7.981,"N","0113-0202",193,97,"WT","SW",1
"14",218,"z41-z50_SW-RW9-1.2-Map128_MergedMC",14,88.627,34.772,"P","0125-0299",278,106,"WT","SW",1
"15",219,"z41-z50_SW-RW9-1.2-Map128_MergedMC",15,72.196,35.439,"P","0130-0017",0,109,"WT","SW",0
"16",220,"z41-z50_SW-RW9-1.2-Map128_MergedMC",16,85.995,28.02,"P","0134-0175",155,114,"WT","SW",0
"17",221,"z41-z50_SW-RW9-1.2-Map128_MergedMC",17,39.974,7.215,"N","0145-0385",371,128,"WT","SW",1
"18",222,"z41-z50_SW-RW9-1.2-Map128_MergedMC",18,73.476,17.896,"P","0155-0368",347,136,"WT","SW",0
"19",223,"z41-z50_SW-RW9-1.2-Map128_MergedMC",19,69.493,11.644,"N","0153-0074",51,139,"WT","SW",1
"20",224,"z41-z50_SW-RW9-1.2-Map128_MergedMC",20,104.204,49.254,"P","0164-0136",115,141,"WT","SW",1
"21",225,"z41-z50_SW-RW9-1.2-Map128_MergedMC",21,103.706,41.041,"P","0181-0311",290,159,"WT","SW",1
"22",226,"z41-z50_SW-RW9-1.2-Map128_MergedMC",22,41.255,9.172,"N","0193-0010",0,175,"WT","SW",1
"23",227,"z41-z50_SW-RW9-1.2-Map128_MergedMC",23,96.878,45.573,"P","0239-0346",324,216,"WT","SW",1
"24",228,"z41-z50_SW-RW9-1.2-Map128_MergedMC",24,112.241,36.597,"P","0248-0117",95,224,"WT","SW",1
"25",229,"z41-z50_SW-RW9-1.2-Map128_MergedMC",25,12.376,28.747,"P","0249-0394",390,235,"WT","SW",1
"26",230,"z41-z50_SW-RW9-1.2-Map128_MergedMC",26,71.2,83.949,"P","0262-0331",314,243,"WT","SW",1
"27",231,"z41-z50_SW-RW9-1.2-Map128_MergedMC",27,25.322,7.267,"N","0256-0192",180,246,"WT","SW",1
"28",232,"z41-z50_SW-RW9-1.2-Map128_MergedMC",28,94.459,96.288,"P","0276-0061",42,254,"WT","SW",1
"29",233,"z41-z50_SW-RW9-1.2-Map128_MergedMC",29,65.865,32.333,"P","0282-0014",0,262,"WT","SW",1
"30",234,"z41-z50_SW-RW9-1.2-Map128_MergedMC",30,84.501,28.303,"P","0284-0248",228,266,"WT","SW",0
"31",235,"z41-z50_SW-RW9-1.2-Map128_MergedMC",31,59.677,31.349,"P","0289-0194",176,273,"WT","SW",0
"32",236,"z41-z50_SW-RW9-1.2-Map128_MergedMC",32,82.296,39.201,"P","0295-0158",138,277,"WT","SW",1
"33",237,"z41-z50_SW-RW9-1.2-Map128_MergedMC",33,111.886,30.592,"P","0345-0330",306,323,"WT","SW",1
"34",238,"z41-z50_SW-RW9-1.2-Map128_MergedMC",34,34.213,5.871,"N","0345-0249",234,335,"WT","SW",1
"35",239,"z41-z50_SW-RW9-1.2-Map128_MergedMC",35,23.046,32.583,"P","0353-0299",288,343,"WT","SW",1
"36",240,"z41-z50_SW-RW9-1.2-Map128_MergedMC",36,29.305,8.313,"N","0364-0191",180,353,"WT","SW",0
"37",241,"z41-z50_SW-RW9-1.2-Map128_MergedMC",37,47.727,34.365,"P","0374-0254",241,356,"WT","SW",1
"38",242,"z41-z50_SW-RW9-1.2-Map128_MergedMC",38,47.585,26.294,"P","0375-0276",260,358,"WT","SW",1
"39",243,"z41-z50_SW-RW9-1.2-Map128_MergedMC",39,53.631,61.715,"P","0387-0127",107,376,"WT","SW",1
