"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_21_label"
"39",205,"z5-z14_NW-RW10-2.3-Map128_MergedMC",39,86.92,14.279,"P","0294-0245",225,275,"WT","NW",0.619047619047619
"40",206,"z5-z14_NW-RW10-2.3-Map128_MergedMC",40,88.271,10.972,"P","0315-0350",330,296,"WT","NW",0.619047619047619
"41",207,"z5-z14_NW-RW10-2.3-Map128_MergedMC",41,26.816,3.454,"N","0312-0083",70,303,"WT","NW",0.571428571428571
"42",208,"z5-z14_NW-RW10-2.3-Map128_MergedMC",42,100.79,52.686,"P","0330-0191",166,310,"WT","NW",0.571428571428571
"43",209,"z5-z14_NW-RW10-2.3-Map128_MergedMC",43,76.321,4.136,"N","0341-0090",70,324,"WT","NW",0.571428571428571
"44",210,"z5-z14_NW-RW10-2.3-Map128_MergedMC",44,95.384,11.172,"P","0356-0220",198,336,"WT","NW",0.619047619047619
"45",211,"z5-z14_NW-RW10-2.3-Map128_MergedMC",45,17.284,2.469,"N","0355-0392",386,344,"WT","NW",0.666666666666667
"46",212,"z5-z14_NW-RW10-2.3-Map128_MergedMC",46,95.17,16.701,"P","0377-0262",239,358,"WT","NW",0.571428571428571
"47",213,"z5-z14_NW-RW10-2.3-Map128_MergedMC",47,91.045,10.264,"P","0379-0100",78,360,"WT","NW",0.523809523809524
"48",214,"z5-z14_NW-RW10-2.3-Map128_MergedMC",48,20.556,3.647,"N","0370-0123",111,360,"WT","NW",0.571428571428571
"49",215,"z5-z14_NW-RW10-2.3-Map128_MergedMC",49,86.777,8.896,"P","0380-0367",347,361,"WT","NW",0.619047619047619
"50",216,"z5-z14_NW-RW10-2.3-Map128_MergedMC",50,43.815,12.281,"P","0384-0014",0,370,"WT","NW",0.523809523809524
"51",217,"z5-z14_NW-RW10-2.3-Map128_MergedMC",51,25.749,3.464,"N","0383-0052",42,372,"WT","NW",0.571428571428571
"52",218,"z5-z14_NW-RW10-2.3-Map128_MergedMC",52,36.347,3.548,"N","0388-0163",149,377,"WT","NW",0.619047619047619
"53",219,"z5-z14_NW-RW10-2.3-Map128_MergedMC",53,16.929,10.42,"P","0392-0334",323,386,"WT","NW",0.619047619047619
"54",220,"z5-z14_NW-RW10-2.3-Map128_MergedMC",54,79.451,16.348,"P","0262-0328",307,242,"WT","NW",0.619047619047619
"55",221,"z5-z14_NW-RW10-2.3-Map128_MergedMC",55,75.966,18.336,"P","0248-0307",287,228,"WT","NW",0.619047619047619
"56",222,"z5-z14_NW-RW10-2.3-Map128_MergedMC",56,121.559,43.929,"P","0167-0152",128,144,"WT","NW",0.666666666666667
"57",223,"z5-z14_NW-RW10-2.3-Map128_MergedMC",57,17.071,4.954,"N","0149-0168",157,140,"WT","NW",0.714285714285714
