"","X","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_1_label"
"1",59,"z11-z20_NW-RW10-2.2-Map128_MergedMC",1,31.226,11.134,"P","0013-0047",37,0,"WT","NW",1
"2",60,"z11-z20_NW-RW10-2.2-Map128_MergedMC",2,33.573,3.021,"N","0015-0190",178,0,"WT","NW",1
"3",61,"z11-z20_NW-RW10-2.2-Map128_MergedMC",3,55.054,5.802,"N","0013-0260",243,0,"WT","NW",1
"4",62,"z11-z20_NW-RW10-2.2-Map128_MergedMC",4,57.33,10.958,"P","0012-0297",277,0,"WT","NW",0
"5",63,"z11-z20_NW-RW10-2.2-Map128_MergedMC",5,85.355,13.122,"P","0021-0155",136,1,"WT","NW",0
"6",64,"z11-z20_NW-RW10-2.2-Map128_MergedMC",6,99.936,54.676,"P","0027-0070",51,2,"WT","NW",1
"7",65,"z11-z20_NW-RW10-2.2-Map128_MergedMC",7,71.271,6.37,"P","0026-0382",366,6,"WT","NW",0
"8",66,"z11-z20_NW-RW10-2.2-Map128_MergedMC",8,88.911,18.839,"P","0033-0209",188,12,"WT","NW",0
"9",67,"z11-z20_NW-RW10-2.2-Map128_MergedMC",9,47.514,9.891,"P","0047-0011",0,29,"WT","NW",1
"10",68,"z11-z20_NW-RW10-2.2-Map128_MergedMC",10,61.171,14.43,"P","0067-0255",241,46,"WT","NW",0
"11",69,"z11-z20_NW-RW10-2.2-Map128_MergedMC",11,146.739,40.395,"P","0069-0337",308,46,"WT","NW",1
"12",70,"z11-z20_NW-RW10-2.2-Map128_MergedMC",12,168.86,17.196,"P","0087-0212",182,57,"WT","NW",1
"13",71,"z11-z20_NW-RW10-2.2-Map128_MergedMC",13,79.735,11.726,"P","0092-0014",0,66,"WT","NW",1
"14",72,"z11-z20_NW-RW10-2.2-Map128_MergedMC",14,88.698,15.293,"P","0094-0108",89,71,"WT","NW",0
"15",73,"z11-z20_NW-RW10-2.2-Map128_MergedMC",15,53.418,3.589,"N","0092-0383",367,76,"WT","NW",1
"16",74,"z11-z20_NW-RW10-2.2-Map128_MergedMC",16,91.116,12.393,"P","0109-0044",24,88,"WT","NW",1
"17",75,"z11-z20_NW-RW10-2.2-Map128_MergedMC",17,70.844,11.173,"P","0115-0145",127,96,"WT","NW",0
"18",76,"z11-z20_NW-RW10-2.2-Map128_MergedMC",18,40.899,6.65,"N","0114-0090",77,97,"WT","NW",1
"19",77,"z11-z20_NW-RW10-2.2-Map128_MergedMC",19,64.301,8.113,"N","0119-0180",163,100,"WT","NW",1
"20",78,"z11-z20_NW-RW10-2.2-Map128_MergedMC",20,36.56,3.745,"P","0129-0224",210,117,"WT","NW",0
"21",79,"z11-z20_NW-RW10-2.2-Map128_MergedMC",21,34.782,8.309,"P","0139-0389",380,123,"WT","NW",0
"22",80,"z11-z20_NW-RW10-2.2-Map128_MergedMC",22,46.803,9.132,"P","0144-0034",19,130,"WT","NW",1
"23",81,"z11-z20_NW-RW10-2.2-Map128_MergedMC",23,90.76,16.288,"P","0156-0081",61,136,"WT","NW",0
"24",82,"z11-z20_NW-RW10-2.2-Map128_MergedMC",24,49.932,16.583,"P","0151-0253",236,136,"WT","NW",1
"25",83,"z11-z20_NW-RW10-2.2-Map128_MergedMC",25,80.02,21.081,"P","0161-0128",109,141,"WT","NW",0
"26",84,"z11-z20_NW-RW10-2.2-Map128_MergedMC",26,30.728,9.986,"P","0160-0008",0,144,"WT","NW",1
"27",85,"z11-z20_NW-RW10-2.2-Map128_MergedMC",27,52.493,5.713,"N","0168-0157",137,156,"WT","NW",1
"28",86,"z11-z20_NW-RW10-2.2-Map128_MergedMC",28,47.514,14.097,"P","0172-0310",294,159,"WT","NW",0
"29",87,"z11-z20_NW-RW10-2.2-Map128_MergedMC",29,125.045,17.013,"P","0190-0250",220,167,"WT","NW",0
"30",88,"z11-z20_NW-RW10-2.2-Map128_MergedMC",30,72.125,10.811,"P","0191-0351",334,174,"WT","NW",0
"31",89,"z11-z20_NW-RW10-2.2-Map128_MergedMC",31,51.64,5.514,"N","0197-0312",296,182,"WT","NW",1
"32",90,"z11-z20_NW-RW10-2.2-Map128_MergedMC",32,105.271,13.228,"P","0206-0041",20,183,"WT","NW",1
"33",91,"z11-z20_NW-RW10-2.2-Map128_MergedMC",33,26.531,10.775,"P","0210-0008",0,194,"WT","NW",1
"34",92,"z11-z20_NW-RW10-2.2-Map128_MergedMC",34,78.242,14.68,"P","0220-0281",264,201,"WT","NW",0
"35",93,"z11-z20_NW-RW10-2.2-Map128_MergedMC",35,117.363,18.175,"P","0226-0164",140,202,"WT","NW",1
"36",94,"z11-z20_NW-RW10-2.2-Map128_MergedMC",36,70.844,14.467,"P","0223-0079",62,205,"WT","NW",1
"37",95,"z11-z20_NW-RW10-2.2-Map128_MergedMC",37,98.3,23.788,"P","0241-0380",361,217,"WT","NW",1
"38",96,"z11-z20_NW-RW10-2.2-Map128_MergedMC",38,80.802,11.371,"P","0244-0121",101,226,"WT","NW",1
"39",97,"z11-z20_NW-RW10-2.2-Map128_MergedMC",39,66.79,7.416,"N","0257-0047",30,239,"WT","NW",1
"40",98,"z11-z20_NW-RW10-2.2-Map128_MergedMC",40,10.598,7.678,"N","0269-0392",386,262,"WT","NW",1
"41",99,"z11-z20_NW-RW10-2.2-Map128_MergedMC",41,22.832,5.723,"N","0282-0151",141,271,"WT","NW",0
"42",100,"z11-z20_NW-RW10-2.2-Map128_MergedMC",42,58.61,9.496,"P","0295-0208",192,279,"WT","NW",0
"43",101,"z11-z20_NW-RW10-2.2-Map128_MergedMC",43,31.368,4.243,"N","0302-0161",151,284,"WT","NW",0
"44",102,"z11-z20_NW-RW10-2.2-Map128_MergedMC",44,132.086,43.447,"P","0311-0084",61,285,"WT","NW",0
"45",103,"z11-z20_NW-RW10-2.2-Map128_MergedMC",45,81.3,10.42,"P","0310-0018",0,291,"WT","NW",1
"46",104,"z11-z20_NW-RW10-2.2-Map128_MergedMC",46,61.171,4.619,"N","0320-0182",163,304,"WT","NW",0
"47",105,"z11-z20_NW-RW10-2.2-Map128_MergedMC",47,27.669,8.735,"P","0337-0391",383,321,"WT","NW",0
"48",106,"z11-z20_NW-RW10-2.2-Map128_MergedMC",48,87.275,12.544,"P","0359-0174",154,339,"WT","NW",0
"49",107,"z11-z20_NW-RW10-2.2-Map128_MergedMC",49,74.045,8.391,"P","0369-0017",0,350,"WT","NW",0
"50",108,"z11-z20_NW-RW10-2.2-Map128_MergedMC",50,50.644,18.364,"P","0376-0231",216,361,"WT","NW",0
