"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_5_label"
"1","z23-z32_SH-LW10-1.2-Map128_MergedMC",1,48.154,685.052,"P","0011-0152",40.533,2.53,"HET","SH",0.4
"2","z23-z32_SH-LW10-1.2-Map128_MergedMC",2,43.318,618.159,"P","0011-0186",49.578,2.827,"HET","SH",0.6
"3","z23-z32_SH-LW10-1.2-Map128_MergedMC",3,17.213,200.178,"N","0004-0236",63.149,0.992,"HET","SH",0.6
"4","z23-z32_SH-LW10-1.2-Map128_MergedMC",4,82.794,698.551,"P","0022-0089",24.131,6.017,"HET","SH",0.2
"5","z23-z32_SH-LW10-1.2-Map128_MergedMC",5,16.36,1494.552,"P","0025-0394",105.459,6.438,"HET","SH",0.2
"6","z23-z32_SH-LW10-1.2-Map128_MergedMC",6,16.858,167.43,"N","0022-0006",1.318,5.76,"HET","SH",0.4
"7","z23-z32_SH-LW10-1.2-Map128_MergedMC",7,83.434,136.903,"N","0033-0348",92.851,8.347,"HET","SH",0.4
"8","z23-z32_SH-LW10-1.2-Map128_MergedMC",8,83.15,159.997,"N","0034-0028",8.007,9.422,"HET","SH",0.4
"9","z23-z32_SH-LW10-1.2-Map128_MergedMC",9,65.936,130.827,"N","0030-0274",73.636,7.955,"HET","SH",0.4
"10","z23-z32_SH-LW10-1.2-Map128_MergedMC",10,53.133,118.963,"N","0037-0133",35.59,9.96,"HET","SH",0.8
"11","z23-z32_SH-LW10-1.2-Map128_MergedMC",11,70.062,139.83,"N","0040-0063",16.693,10.866,"HET","SH",0.4
"12","z23-z32_SH-LW10-1.2-Map128_MergedMC",12,83.007,618.571,"P","0045-0224",59.495,11.912,"HET","SH",0.4
"13","z23-z32_SH-LW10-1.2-Map128_MergedMC",13,50.075,338.375,"P","0048-0157",42.34,12.546,"HET","SH",0.4
"14","z23-z32_SH-LW10-1.2-Map128_MergedMC",14,20.272,198.456,"N","0051-0188",50.564,13.953,"HET","SH",0.8
"15","z23-z32_SH-LW10-1.2-Map128_MergedMC",15,32.719,103.452,"N","0056-0357",95.283,15.113,"HET","SH",0.6
"16","z23-z32_SH-LW10-1.2-Map128_MergedMC",16,91.543,672.097,"P","0068-0247",66.243,18.218,"HET","SH",0.2
"17","z23-z32_SH-LW10-1.2-Map128_MergedMC",17,37.414,121.945,"N","0062-0284",75.985,16.522,"HET","SH",0.4
"18","z23-z32_SH-LW10-1.2-Map128_MergedMC",18,36.418,202.389,"N","0065-0146",38.778,17.485,"HET","SH",0.6
"19","z23-z32_SH-LW10-1.2-Map128_MergedMC",19,11.879,172.832,"N","0071-0082",22.266,19.147,"HET","SH",0.6
"20","z23-z32_SH-LW10-1.2-Map128_MergedMC",20,73.192,639.875,"P","0086-0030",8.31,23.227,"HET","SH",0.2
"21","z23-z32_SH-LW10-1.2-Map128_MergedMC",21,59.535,1018.811,"P","0086-0131",34.841,23.089,"HET","SH",0.2
"22","z23-z32_SH-LW10-1.2-Map128_MergedMC",22,97.944,2017.724,"P","0088-0354",94.522,23.33,"HET","SH",0.4
"23","z23-z32_SH-LW10-1.2-Map128_MergedMC",23,129.526,2825.015,"P","0117-0193",51.154,31.344,"HET","SH",0
"24","z23-z32_SH-LW10-1.2-Map128_MergedMC",24,34.071,126.948,"N","0108-0270",72.151,28.721,"HET","SH",0.4
"25","z23-z32_SH-LW10-1.2-Map128_MergedMC",25,94.104,638.817,"P","0131-0316",84.126,34.958,"HET","SH",0.2
"26","z23-z32_SH-LW10-1.2-Map128_MergedMC",26,58.326,113.088,"N","0131-0273",73.342,35.334,"HET","SH",0.4
"27","z23-z32_SH-LW10-1.2-Map128_MergedMC",27,60.246,157.568,"N","0128-0126",33.744,34.277,"HET","SH",0.4
"28","z23-z32_SH-LW10-1.2-Map128_MergedMC",28,86.706,1051.929,"P","0141-0061",16.466,37.721,"HET","SH",0.8
"29","z23-z32_SH-LW10-1.2-Map128_MergedMC",29,30.728,136.632,"N","0140-0251",67.109,37.46,"HET","SH",0.4
"30","z23-z32_SH-LW10-1.2-Map128_MergedMC",30,54.058,175.945,"N","0147-0213",57.105,39.44,"HET","SH",0.6
"31","z23-z32_SH-LW10-1.2-Map128_MergedMC",31,112.028,115.756,"N","0153-0162",43.198,40.531,"HET","SH",0.6
"32","z23-z32_SH-LW10-1.2-Map128_MergedMC",32,81.727,579.119,"P","0170-0018",4.991,45.32,"HET","SH",0.8
"33","z23-z32_SH-LW10-1.2-Map128_MergedMC",33,40.899,451.835,"P","0180-0110",29.547,47.991,"HET","SH",0.4
"34","z23-z32_SH-LW10-1.2-Map128_MergedMC",34,38.267,92.191,"N","0177-0089",23.658,47.073,"HET","SH",0.8
"35","z23-z32_SH-LW10-1.2-Map128_MergedMC",35,93.819,2498.618,"P","0189-0057",14.904,49.928,"HET","SH",0.8
"36","z23-z32_SH-LW10-1.2-Map128_MergedMC",36,91.472,795.652,"P","0184-0259",69.2,48.931,"HET","SH",0
"37","z23-z32_SH-LW10-1.2-Map128_MergedMC",37,60.886,123.395,"N","0180-0325",87.031,48.218,"HET","SH",0.4
"38","z23-z32_SH-LW10-1.2-Map128_MergedMC",38,76.961,574.293,"P","0187-0182",48.872,50.007,"HET","SH",0.2
"39","z23-z32_SH-LW10-1.2-Map128_MergedMC",39,44.811,105.413,"N","0200-0388",103.703,53.489,"HET","SH",0.2
"40","z23-z32_SH-LW10-1.2-Map128_MergedMC",40,101.501,130.715,"N","0214-0137",36.269,56.925,"HET","SH",0.6
"41","z23-z32_SH-LW10-1.2-Map128_MergedMC",41,52.137,2038.652,"P","0214-0010",2.32,57.117,"HET","SH",0.6
"42","z23-z32_SH-LW10-1.2-Map128_MergedMC",42,50.146,943.512,"P","0211-0062",17.522,56.605,"HET","SH",0.8
"43","z23-z32_SH-LW10-1.2-Map128_MergedMC",43,62.807,149.094,"N","0212-0321",85.769,56.705,"HET","SH",0
"44","z23-z32_SH-LW10-1.2-Map128_MergedMC",44,55.978,82.108,"N","0217-0221",59.899,58.057,"HET","SH",0.6
"45","z23-z32_SH-LW10-1.2-Map128_MergedMC",45,71.982,134.721,"N","0226-0359",95.921,60.39,"HET","SH",0
"46","z23-z32_SH-LW10-1.2-Map128_MergedMC",46,91.401,158.368,"N","0248-0283",74.593,65.642,"HET","SH",0.4
"47","z23-z32_SH-LW10-1.2-Map128_MergedMC",47,103.137,1669.266,"P","0249-0216",57.292,66.275,"HET","SH",0.6
"48","z23-z32_SH-LW10-1.2-Map128_MergedMC",48,27.385,208.247,"N","0250-0125",33.076,66.537,"HET","SH",0.6
"49","z23-z32_SH-LW10-1.2-Map128_MergedMC",49,69.351,132.541,"N","0262-0332",88.504,69.954,"HET","SH",0.2
"50","z23-z32_SH-LW10-1.2-Map128_MergedMC",50,12.519,851.233,"P","0257-0103",27.54,68.548,"HET","SH",0.2
"51","z23-z32_SH-LW10-1.2-Map128_MergedMC",51,65.439,114.654,"N","0274-0014",3.515,72.986,"HET","SH",0.6
"52","z23-z32_SH-LW10-1.2-Map128_MergedMC",52,85.284,592.214,"P","0284-0161",42.921,76.147,"HET","SH",0.6
"53","z23-z32_SH-LW10-1.2-Map128_MergedMC",53,68.213,123.025,"N","0289-0081",21.635,77.315,"HET","SH",0.4
"54","z23-z32_SH-LW10-1.2-Map128_MergedMC",54,9.104,114.281,"N","0280-0132",35.254,74.689,"HET","SH",0.6
"55","z23-z32_SH-LW10-1.2-Map128_MergedMC",55,38.908,265.715,"P","0307-0125",33.496,81.932,"HET","SH",0.4
"56","z23-z32_SH-LW10-1.2-Map128_MergedMC",56,87.773,171.717,"N","0318-0290",77.514,84.769,"HET","SH",0.2
"57","z23-z32_SH-LW10-1.2-Map128_MergedMC",57,58.112,117.752,"N","0321-0248",66.425,85.571,"HET","SH",0
"58","z23-z32_SH-LW10-1.2-Map128_MergedMC",58,71.556,117.779,"N","0326-0047",12.385,86.839,"HET","SH",0.4
"59","z23-z32_SH-LW10-1.2-Map128_MergedMC",59,77.673,1505.863,"P","0337-0354",94.599,89.833,"HET","SH",0
"60","z23-z32_SH-LW10-1.2-Map128_MergedMC",60,35.991,107.917,"N","0339-0091",24.412,90.65,"HET","SH",0.4
"61","z23-z32_SH-LW10-1.2-Map128_MergedMC",61,89.622,407.438,"P","0346-0130",35.131,92.221,"HET","SH",0.2
"62","z23-z32_SH-LW10-1.2-Map128_MergedMC",62,12.874,389.751,"P","0343-0005",1.252,91.527,"HET","SH",0.2
"63","z23-z32_SH-LW10-1.2-Map128_MergedMC",63,51.853,121.014,"N","0360-0179",48.018,96.178,"HET","SH",0.4
"64","z23-z32_SH-LW10-1.2-Map128_MergedMC",64,81.087,1193.768,"P","0364-0026",7.213,96.947,"HET","SH",0.2
"65","z23-z32_SH-LW10-1.2-Map128_MergedMC",65,59.322,128.832,"N","0366-0202",54.17,97.902,"HET","SH",0
"66","z23-z32_SH-LW10-1.2-Map128_MergedMC",66,42.535,156.261,"N","0357-0252",67.173,95.575,"HET","SH",0
"67","z23-z32_SH-LW10-1.2-Map128_MergedMC",67,67.288,109.483,"N","0368-0086",23.057,97.957,"HET","SH",0.4
"68","z23-z32_SH-LW10-1.2-Map128_MergedMC",68,30.728,134.542,"N","0384-0136",36.588,102.29,"HET","SH",0.2
"69","z23-z32_SH-LW10-1.2-Map128_MergedMC",69,16.502,118.366,"N","0389-0287",76.771,104.204,"HET","SH",0.2
"70","z23-z32_SH-LW10-1.2-Map128_MergedMC",70,13.23,126.306,"N","0394-0252",67.696,105.147,"HET","SH",0
