"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_1_label"
"1","z19-z28_SH-LW10-2.2-Map128_MergedMC",1,29.59,149.32,"N","0011-0156",41.426,2.512,"HET","SH",1
"2","z19-z28_SH-LW10-2.2-Map128_MergedMC",2,78.242,391.166,"P","0018-0200",53.463,4.595,"HET","SH",0
"3","z19-z28_SH-LW10-2.2-Map128_MergedMC",3,15.15,79.272,"N","0019-0004",0.913,5.333,"HET","SH",1
"4","z19-z28_SH-LW10-2.2-Map128_MergedMC",4,48.866,358.515,"P","0024-0037",10.125,6.18,"HET","SH",0
"5","z19-z28_SH-LW10-2.2-Map128_MergedMC",5,34.995,130.85,"N","0025-0353",93.995,6.785,"HET","SH",0
"6","z19-z28_SH-LW10-2.2-Map128_MergedMC",6,31.51,155.246,"N","0029-0386",103.482,8.279,"HET","SH",0
"7","z19-z28_SH-LW10-2.2-Map128_MergedMC",7,67.786,373.622,"P","0035-0301",80.513,9.437,"HET","SH",0
"8","z19-z28_SH-LW10-2.2-Map128_MergedMC",8,89.053,126.927,"N","0048-0233",62.737,12.535,"HET","SH",1
"9","z19-z28_SH-LW10-2.2-Map128_MergedMC",9,33.715,154.101,"N","0052-0336",89.68,13.826,"HET","SH",0
"10","z19-z28_SH-LW10-2.2-Map128_MergedMC",10,69.991,233.904,"P","0075-0211",56.217,19.98,"HET","SH",0
"11","z19-z28_SH-LW10-2.2-Map128_MergedMC",11,117.718,2021.999,"P","0106-0261",69.619,28.23,"HET","SH",0
"12","z19-z28_SH-LW10-2.2-Map128_MergedMC",12,78.953,404.546,"P","0105-0085",22.772,28.485,"HET","SH",1
"13","z19-z28_SH-LW10-2.2-Map128_MergedMC",13,42.322,160.205,"N","0115-0333",88.549,30.332,"HET","SH",1
"14","z19-z28_SH-LW10-2.2-Map128_MergedMC",14,63.66,489.139,"P","0127-0359",96.047,33.563,"HET","SH",0
"15","z19-z28_SH-LW10-2.2-Map128_MergedMC",15,69.137,403.474,"P","0131-0202",54.121,34.969,"HET","SH",0
