"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_1_label"
"16","z19-z28_SH-LW10-2.2-Map128_MergedMC",16,40.899,238.588,"N","0133-0282",74.863,35.392,"HET","SH",1
"17","z19-z28_SH-LW10-2.2-Map128_MergedMC",17,36.276,162.649,"N","0130-0161",42.935,34.804,"HET","SH",0
"18","z19-z28_SH-LW10-2.2-Map128_MergedMC",18,81.514,461.228,"P","0139-0105",28.608,37.342,"HET","SH",1
"19","z19-z28_SH-LW10-2.2-Map128_MergedMC",19,105.484,2478.001,"P","0156-0303",80.49,40.964,"HET","SH",0
"20","z19-z28_SH-LW10-2.2-Map128_MergedMC",20,42.464,486.034,"P","0159-0389",104.331,42.583,"HET","SH",1
"21","z19-z28_SH-LW10-2.2-Map128_MergedMC",21,58.183,108.99,"N","0159-0161",43.092,42.348,"HET","SH",0
"22","z19-z28_SH-LW10-2.2-Map128_MergedMC",22,53.987,329.402,"P","0175-0012",2.752,45.771,"HET","SH",0
"23","z19-z28_SH-LW10-2.2-Map128_MergedMC",23,69.137,320.137,"P","0172-0267",71.444,45.78,"HET","SH",1
"24","z19-z28_SH-LW10-2.2-Map128_MergedMC",24,88.2,1842.301,"P","0177-0315",84.829,47.79,"HET","SH",1
"25","z19-z28_SH-LW10-2.2-Map128_MergedMC",25,65.012,471.16,"P","0177-0227",60.506,47.29,"HET","SH",1
"26","z19-z28_SH-LW10-2.2-Map128_MergedMC",26,46.376,227.276,"P","0176-0091",23.981,46.882,"HET","SH",1
"27","z19-z28_SH-LW10-2.2-Map128_MergedMC",27,70.275,415.546,"P","0199-0107",28.722,53.241,"HET","SH",1
"28","z19-z28_SH-LW10-2.2-Map128_MergedMC",28,6.33,603.596,"P","0195-0395",105.621,52.032,"HET","SH",1
"29","z19-z28_SH-LW10-2.2-Map128_MergedMC",29,64.798,469.114,"P","0215-0330",88.346,57.172,"HET","SH",1
"30","z19-z28_SH-LW10-2.2-Map128_MergedMC",30,81.94,666.096,"P","0223-0171",45.646,59.789,"HET","SH",0
"31","z19-z28_SH-LW10-2.2-Map128_MergedMC",31,66.79,460.527,"P","0221-0212",56.463,59.218,"HET","SH",1
"32","z19-z28_SH-LW10-2.2-Map128_MergedMC",32,42.535,91.706,"N","0227-0095",25.506,60.94,"HET","SH",0
"33","z19-z28_SH-LW10-2.2-Map128_MergedMC",33,28.523,395.092,"P","0232-0144",38.624,62.082,"HET","SH",1
"34","z19-z28_SH-LW10-2.2-Map128_MergedMC",34,60.246,335.19,"P","0257-0026",7.193,68.73,"HET","SH",1
"35","z19-z28_SH-LW10-2.2-Map128_MergedMC",35,123.551,1370.412,"P","0270-0100",26.81,72.007,"HET","SH",1
"36","z19-z28_SH-LW10-2.2-Map128_MergedMC",36,53.204,389.937,"P","0284-0045",12.362,76.051,"HET","SH",1
"37","z19-z28_SH-LW10-2.2-Map128_MergedMC",37,73.121,440.137,"P","0305-0235",62.904,81.093,"HET","SH",0
"38","z19-z28_SH-LW10-2.2-Map128_MergedMC",38,61.455,402.321,"P","0332-0324",86.481,88.702,"HET","SH",1
"39","z19-z28_SH-LW10-2.2-Map128_MergedMC",39,43.602,341.452,"P","0335-0051",13.424,89.12,"HET","SH",1
"40","z19-z28_SH-LW10-2.2-Map128_MergedMC",40,16.075,162.841,"N","0348-0099",26.537,92.669,"HET","SH",0
"41","z19-z28_SH-LW10-2.2-Map128_MergedMC",41,105.982,995.557,"P","0374-0069",18.51,100.068,"HET","SH",0
"42","z19-z28_SH-LW10-2.2-Map128_MergedMC",42,31.368,117.383,"N","0366-0184",49.139,97.715,"HET","SH",0
"43","z19-z28_SH-LW10-2.2-Map128_MergedMC",43,12.448,666.703,"P","0365-0265",70.926,97.209,"HET","SH",1
"44","z19-z28_SH-LW10-2.2-Map128_MergedMC",44,71.058,133.538,"N","0120-0022",6.25,31.974,"HET","SH",1
"45","z19-z28_SH-LW10-2.2-Map128_MergedMC",45,66.221,124.7,"N","0060-0064",17.738,15.698,"HET","SH",1
"46","z19-z28_SH-LW10-2.2-Map128_MergedMC",46,80.731,111.448,"N","0193-0051",13.832,51.642,"HET","SH",0
"47","z19-z28_SH-LW10-2.2-Map128_MergedMC",47,24.397,144.735,"N","0226-0069",18.502,60.525,"HET","SH",0
"48","z19-z28_SH-LW10-2.2-Map128_MergedMC",48,59.108,195.839,"P","0278-0137",36.81,74.677,"HET","SH",1
"49","z19-z28_SH-LW10-2.2-Map128_MergedMC",49,57.188,159.539,"N","0262-0191",50.964,70.146,"HET","SH",0
"50","z19-z28_SH-LW10-2.2-Map128_MergedMC",50,55.481,100.491,"N","0297-0201",53.975,79.181,"HET","SH",1
"51","z19-z28_SH-LW10-2.2-Map128_MergedMC",51,68.07,130.71,"N","0322-0136",36.333,85.994,"HET","SH",0
"52","z19-z28_SH-LW10-2.2-Map128_MergedMC",52,25.962,118.775,"N","0338-0162",43.641,90.93,"HET","SH",0
"53","z19-z28_SH-LW10-2.2-Map128_MergedMC",53,74.259,140.523,"N","0219-0281",74.885,58.737,"HET","SH",1
"54","z19-z28_SH-LW10-2.2-Map128_MergedMC",54,49.506,416.487,"P","0214-0247",65.84,56.852,"HET","SH",0
"55","z19-z28_SH-LW10-2.2-Map128_MergedMC",55,80.233,243.559,"P","0271-0290",77.409,72.722,"HET","SH",0
"56","z19-z28_SH-LW10-2.2-Map128_MergedMC",56,67.999,111.158,"N","0253-0352",93.858,67.626,"HET","SH",0
"57","z19-z28_SH-LW10-2.2-Map128_MergedMC",57,49.577,121.182,"N","0262-0384",102.789,70.238,"HET","SH",0
"58","z19-z28_SH-LW10-2.2-Map128_MergedMC",58,13.799,53.742,"N","0201-0178",47.858,53.367,"HET","SH",1
"59","z19-z28_SH-LW10-2.2-Map128_MergedMC",59,35.849,308.742,"P","0031-0103",27.636,8.456,"HET","SH",0
"60","z19-z28_SH-LW10-2.2-Map128_MergedMC",60,45.807,133.228,"N","0376-0152",40.813,100.148,"HET","SH",0
"61","z19-z28_SH-LW10-2.2-Map128_MergedMC",61,43.602,92.941,"N","0361-0115",31.402,96.219,"HET","SH",0
"62","z19-z28_SH-LW10-2.2-Map128_MergedMC",62,67.572,344.614,"P","0334-0213",56.733,88.899,"HET","SH",1
