"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_21_label"
"1","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",1,16.786,2442.237,"P","0004-0091",24.321,1.007,"HET","NH",0.285714285714286
"2","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",2,111.815,262.08,"N","0023-0153",40.93,5.888,"HET","NH",0.333333333333333
"3","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",3,39.832,1245.164,"P","0013-0189",50.294,2.986,"HET","NH",0.285714285714286
"4","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",4,12.163,206.772,"N","0004-0220",58.965,0.944,"HET","NH",0.333333333333333
"5","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",5,77.602,317.727,"P","0018-0332",88.696,4.842,"HET","NH",0.333333333333333
"6","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",6,79.522,129.874,"N","0020-0042",11.304,5.646,"HET","NH",0.428571428571429
"7","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",7,64.229,272.591,"N","0031-0238",63.712,7.715,"HET","NH",0.285714285714286
"8","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",8,18.494,253.258,"N","0039-0006",1.451,10.597,"HET","NH",0.428571428571429
"9","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",9,82.367,196.898,"N","0051-0381",102.162,13.311,"HET","NH",0.238095238095238
"10","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",10,97.447,849.95,"P","0048-0190",51.487,12.612,"HET","NH",0.380952380952381
"11","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",11,110.677,202.093,"N","0064-0074",19.788,17.055,"HET","NH",0.428571428571429
"12","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",12,71.342,204.471,"N","0059-0126",33.693,15.765,"HET","NH",0.380952380952381
"13","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",13,78.455,230.137,"N","0057-0319",84.937,15.424,"HET","NH",0.380952380952381
"14","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",14,90.334,263.828,"N","0073-0248",66.406,19.191,"HET","NH",0.333333333333333
"15","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",15,101.43,422.665,"P","0075-0185",48.805,20.061,"HET","NH",0.333333333333333
"16","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",16,61.455,190.198,"N","0080-0013",3.366,21.617,"HET","NH",0.428571428571429
"17","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",17,16.858,229.038,"N","0071-0341",91.302,19.357,"HET","NH",0.238095238095238
"18","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",18,61.1,248.426,"N","0083-0280",74.824,21.953,"HET","NH",0.333333333333333
"19","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",19,81.727,174.356,"N","0094-0381",102.273,25.256,"HET","NH",0.238095238095238
"20","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",20,50.146,544.722,"P","0090-0214",57.638,24.167,"HET","NH",0.285714285714286
"21","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",21,84.003,264.815,"N","0103-0319",85.128,27.489,"HET","NH",0.238095238095238
"22","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",22,81.443,248.919,"N","0107-0255",68.057,28.639,"HET","NH",0.333333333333333
"23","z8-z17_MAX_16-bit_NH-RW9-1.4-Map128_561-60_G150_E100z8-z17",23,81.585,695.629,"P","0120-0199",53.246,32.08,"HET","NH",0.285714285714286
