"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_3_label"
"20","z29-z38_SH-RW10-1.2-Map127_MergedMC",20,68.284,156.698,"N","0140-0095",25.295,37.461,"HET","SH",0
"21","z29-z38_SH-RW10-1.2-Map127_MergedMC",21,47.443,209.262,"N","0142-0244",65.766,37.397,"HET","SH",0
"22","z29-z38_SH-RW10-1.2-Map127_MergedMC",22,74.259,161.876,"N","0157-0050",13.66,42.27,"HET","SH",0
"23","z29-z38_SH-RW10-1.2-Map127_MergedMC",23,56.832,132.901,"N","0154-0360",95.834,40.913,"HET","SH",0.333333333333333
"24","z29-z38_SH-RW10-1.2-Map127_MergedMC",24,49.292,222.532,"N","0155-0234",61.956,41.602,"HET","SH",0
"25","z29-z38_SH-RW10-1.2-Map127_MergedMC",25,56.121,489.053,"P","0160-0321",85.943,42.932,"HET","SH",0
"26","z29-z38_SH-RW10-1.2-Map127_MergedMC",26,35.067,103.611,"N","0163-0379",101.312,43.682,"HET","SH",0.333333333333333
"27","z29-z38_SH-RW10-1.2-Map127_MergedMC",27,43.246,169.051,"N","0169-0273",72.978,45.122,"HET","SH",0
"28","z29-z38_SH-RW10-1.2-Map127_MergedMC",28,54.271,115.664,"N","0168-0096",25.53,44.656,"HET","SH",0.333333333333333
"29","z29-z38_SH-RW10-1.2-Map127_MergedMC",29,66.079,144.492,"N","0193-0361",96.399,51.533,"HET","SH",0
"30","z29-z38_SH-RW10-1.2-Map127_MergedMC",30,43.602,278.928,"N","0194-0101",27.087,51.933,"HET","SH",0.333333333333333
"31","z29-z38_SH-RW10-1.2-Map127_MergedMC",31,86.35,197.727,"N","0203-0202",53.936,54.573,"HET","SH",0.333333333333333
"32","z29-z38_SH-RW10-1.2-Map127_MergedMC",32,66.363,107.018,"N","0204-0141",37.473,54.416,"HET","SH",0.666666666666667
"33","z29-z38_SH-RW10-1.2-Map127_MergedMC",33,74.33,169.718,"N","0211-0248",66.426,56.501,"HET","SH",0.333333333333333
"34","z29-z38_SH-RW10-1.2-Map127_MergedMC",34,23.757,393.886,"P","0200-0077",20.728,53.585,"HET","SH",0
"35","z29-z38_SH-RW10-1.2-Map127_MergedMC",35,40.472,108.831,"N","0213-0321",85.44,56.688,"HET","SH",0.666666666666667
"36","z29-z38_SH-RW10-1.2-Map127_MergedMC",36,62.736,853.454,"P","0219-0272",72.894,58.782,"HET","SH",0.666666666666667
"37","z29-z38_SH-RW10-1.2-Map127_MergedMC",37,48.866,417.498,"P","0216-0298",79.492,57.748,"HET","SH",0.666666666666667
"38","z29-z38_SH-RW10-1.2-Map127_MergedMC",38,64.585,319.841,"P","0238-0150",40.337,63.401,"HET","SH",0.333333333333333
"39","z29-z38_SH-RW10-1.2-Map127_MergedMC",39,51.497,170.069,"N","0239-0070",18.972,63.788,"HET","SH",1
"40","z29-z38_SH-RW10-1.2-Map127_MergedMC",40,77.957,631.396,"P","0239-0195",52.261,63.755,"HET","SH",0
"41","z29-z38_SH-RW10-1.2-Map127_MergedMC",41,71.556,808.297,"P","0242-0098",26.151,64.531,"HET","SH",0.333333333333333
"42","z29-z38_SH-RW10-1.2-Map127_MergedMC",42,73.405,850.059,"P","0249-0373",99.672,66.296,"HET","SH",0
"43","z29-z38_SH-RW10-1.2-Map127_MergedMC",43,31.368,128.052,"N","0248-0237",63.397,66.29,"HET","SH",0
"44","z29-z38_SH-RW10-1.2-Map127_MergedMC",44,66.221,701.952,"P","0251-0300",80.249,66.713,"HET","SH",0.666666666666667
"45","z29-z38_SH-RW10-1.2-Map127_MergedMC",45,36.56,269.196,"N","0263-0140",37.255,70.24,"HET","SH",0.333333333333333
"46","z29-z38_SH-RW10-1.2-Map127_MergedMC",46,24.611,390.806,"P","0264-0008",1.944,70.785,"HET","SH",0.666666666666667
"47","z29-z38_SH-RW10-1.2-Map127_MergedMC",47,21.196,120.168,"N","0272-0241",64.281,72.692,"HET","SH",0
"48","z29-z38_SH-RW10-1.2-Map127_MergedMC",48,65.723,107.893,"N","0280-0182",48.885,74.496,"HET","SH",0.333333333333333
"49","z29-z38_SH-RW10-1.2-Map127_MergedMC",49,40.188,113.986,"N","0276-0266",70.929,73.498,"HET","SH",0
"50","z29-z38_SH-RW10-1.2-Map127_MergedMC",50,40.188,106.956,"N","0280-0373",99.394,74.734,"HET","SH",0.333333333333333
"51","z29-z38_SH-RW10-1.2-Map127_MergedMC",51,26.318,126.646,"N","0286-0342",91.688,75.984,"HET","SH",0
"52","z29-z38_SH-RW10-1.2-Map127_MergedMC",52,57.899,381.391,"P","0291-0076",20.495,77.599,"HET","SH",0.333333333333333
"53","z29-z38_SH-RW10-1.2-Map127_MergedMC",53,49.861,91.479,"N","0297-0274",73.087,79.591,"HET","SH",0
"54","z29-z38_SH-RW10-1.2-Map127_MergedMC",54,42.606,734.611,"P","0297-0015",4.757,79.079,"HET","SH",0.666666666666667
"55","z29-z38_SH-RW10-1.2-Map127_MergedMC",55,54.84,165.048,"N","0298-0246",65.789,79.81,"HET","SH",0
"56","z29-z38_SH-RW10-1.2-Map127_MergedMC",56,33.359,54.032,"N","0300-0048",12.857,80.093,"HET","SH",1
"57","z29-z38_SH-RW10-1.2-Map127_MergedMC",57,67.075,168.975,"N","0300-0129",34.327,80.063,"HET","SH",0
"58","z29-z38_SH-RW10-1.2-Map127_MergedMC",58,60.246,112.651,"N","0309-0307",81.951,82.056,"HET","SH",0.333333333333333
"59","z29-z38_SH-RW10-1.2-Map127_MergedMC",59,32.435,179.919,"N","0306-0337",90.05,81.683,"HET","SH",0.333333333333333
"60","z29-z38_SH-RW10-1.2-Map127_MergedMC",60,17.213,701.252,"P","0308-0006",1.419,82.811,"HET","SH",0.333333333333333
"61","z29-z38_SH-RW10-1.2-Map127_MergedMC",61,76.108,119.163,"N","0319-0202",54.125,85.153,"HET","SH",0
"62","z29-z38_SH-RW10-1.2-Map127_MergedMC",62,80.162,603.836,"P","0324-0060",15.903,86.446,"HET","SH",0.333333333333333
"63","z29-z38_SH-RW10-1.2-Map127_MergedMC",63,52.422,86.575,"N","0322-0381",101.499,85.738,"HET","SH",0.333333333333333
"64","z29-z38_SH-RW10-1.2-Map127_MergedMC",64,22.761,203.191,"N","0317-0172",45.885,84.718,"HET","SH",0
"65","z29-z38_SH-RW10-1.2-Map127_MergedMC",65,47.656,134.863,"N","0330-0118",31.211,88.321,"HET","SH",0.333333333333333
"66","z29-z38_SH-RW10-1.2-Map127_MergedMC",66,63.234,994.892,"P","0337-0335",89.865,89.634,"HET","SH",0.666666666666667
"67","z29-z38_SH-RW10-1.2-Map127_MergedMC",67,12.59,155.299,"N","0332-0006",1.696,88.628,"HET","SH",0.666666666666667
"68","z29-z38_SH-RW10-1.2-Map127_MergedMC",68,53.773,89.733,"N","0340-0085",22.814,90.732,"HET","SH",0.666666666666667
"69","z29-z38_SH-RW10-1.2-Map127_MergedMC",69,56.974,791.202,"P","0341-0312",83.119,91.232,"HET","SH",0.666666666666667
"70","z29-z38_SH-RW10-1.2-Map127_MergedMC",70,52.991,78.341,"N","0343-0169",45.185,91.511,"HET","SH",0.333333333333333
"71","z29-z38_SH-RW10-1.2-Map127_MergedMC",71,64.514,80.053,"N","0348-0022",5.891,92.972,"HET","SH",0.666666666666667
"72","z29-z38_SH-RW10-1.2-Map127_MergedMC",72,40.757,331.274,"P","0346-0241",64.457,92.73,"HET","SH",0.333333333333333
"73","z29-z38_SH-RW10-1.2-Map127_MergedMC",73,55.054,453.296,"P","0354-0125",33.575,94.666,"HET","SH",0.333333333333333
"74","z29-z38_SH-RW10-1.2-Map127_MergedMC",74,20.201,90.884,"P","0359-0387",103.542,95.46,"HET","SH",0.333333333333333
"75","z29-z38_SH-RW10-1.2-Map127_MergedMC",75,48.794,306.034,"P","0369-0315",84.247,98.335,"HET","SH",0.666666666666667
"76","z29-z38_SH-RW10-1.2-Map127_MergedMC",76,27.954,74.83,"N","0372-0379",100.85,99.396,"HET","SH",0.666666666666667
"77","z29-z38_SH-RW10-1.2-Map127_MergedMC",77,67.359,474.264,"P","0380-0027",7.783,101.207,"HET","SH",0.333333333333333
"78","z29-z38_SH-RW10-1.2-Map127_MergedMC",78,60.175,348.96,"P","0384-0097",26.083,102.795,"HET","SH",0.333333333333333
"79","z29-z38_SH-RW10-1.2-Map127_MergedMC",79,55.054,316.433,"P","0385-0221",59.115,102.975,"HET","SH",0.333333333333333
"80","z29-z38_SH-RW10-1.2-Map127_MergedMC",80,3.13,1469,"P","0394-0395",105.668,105.322,"HET","SH",0.333333333333333
"81","z29-z38_SH-RW10-1.2-Map127_MergedMC",81,53.418,146.959,"N","0068-0167",44.75,18.406,"HET","SH",0
"82","z29-z38_SH-RW10-1.2-Map127_MergedMC",82,19.276,186.875,"N","0259-0258",68.683,68.873,"HET","SH",0
"83","z29-z38_SH-RW10-1.2-Map127_MergedMC",83,78.455,340.025,"P","0019-0344",92.16,4.399,"HET","SH",0.333333333333333
"84","z29-z38_SH-RW10-1.2-Map127_MergedMC",84,62.807,106.185,"N","0052-0347",92.457,14.007,"HET","SH",0.666666666666667
"85","z29-z38_SH-RW10-1.2-Map127_MergedMC",85,10.883,138.503,"N","0059-0395",105.544,15.558,"HET","SH",1
"86","z29-z38_SH-RW10-1.2-Map127_MergedMC",86,31.012,534.172,"P","0041-0387",103.19,11.058,"HET","SH",0.333333333333333
