"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_3_label"
"1","z31-z40_NW-LW9-1.2-Map128_MergedMC",1,522,251.441,"P","0012-0077",77.939,12.057,"WT","NW",1
"2","z31-z40_NW-LW9-1.2-Map128_MergedMC",2,1374,685.446,"P","0018-0213",212.691,17.413,"WT","NW",0.666666666666667
"3","z31-z40_NW-LW9-1.2-Map128_MergedMC",3,85,141.424,"P","0003-0272",271.771,2.265,"WT","NW",1
"4","z31-z40_NW-LW9-1.2-Map128_MergedMC",4,1380,836.043,"P","0035-0123",123.289,35.755,"WT","NW",0.333333333333333
"5","z31-z40_NW-LW9-1.2-Map128_MergedMC",5,1223,706.484,"P","0045-0020",21.443,43.502,"WT","NW",1
"6","z31-z40_NW-LW9-1.2-Map128_MergedMC",6,626,157.043,"P","0038-0377",381.958,39.553,"WT","NW",0.666666666666667
"7","z31-z40_NW-LW9-1.2-Map128_MergedMC",7,1127,898.813,"P","0066-0243",241.241,65.852,"WT","NW",1
"8","z31-z40_NW-LW9-1.2-Map128_MergedMC",8,1177,2415.343,"P","0072-0327",326.357,71.24,"WT","NW",0.666666666666667
"9","z31-z40_NW-LW9-1.2-Map128_MergedMC",9,132,958.197,"P","0066-0004",4.227,65.886,"WT","NW",1
"10","z31-z40_NW-LW9-1.2-Map128_MergedMC",10,1440,1402.669,"P","0081-0272",273.271,85.131,"WT","NW",1
"11","z31-z40_NW-LW9-1.2-Map128_MergedMC",11,590,118.036,"N","0076-0163",164.156,77.139,"WT","NW",1
"12","z31-z40_NW-LW9-1.2-Map128_MergedMC",12,483,360.251,"N","0085-0347",348.016,84.314,"WT","NW",1
"13","z31-z40_NW-LW9-1.2-Map128_MergedMC",13,1931,3378.016,"P","0104-0040",40.582,103.884,"WT","NW",0.666666666666667
"14","z31-z40_NW-LW9-1.2-Map128_MergedMC",14,917,948.339,"P","0100-0363",365.873,100.24,"WT","NW",0.666666666666667
"15","z31-z40_NW-LW9-1.2-Map128_MergedMC",15,994,500.705,"P","0122-0203",202.527,122.654,"WT","NW",0.666666666666667
"16","z31-z40_NW-LW9-1.2-Map128_MergedMC",16,1245,1141.53,"P","0126-0167",168.249,126.939,"WT","NW",0.333333333333333
"17","z31-z40_NW-LW9-1.2-Map128_MergedMC",17,1358,703.149,"P","0129-0322",322.14,129.041,"WT","NW",0.666666666666667
"18","z31-z40_NW-LW9-1.2-Map128_MergedMC",18,1229,763.964,"P","0145-0377",378.4,145.242,"WT","NW",0.666666666666667
"19","z31-z40_NW-LW9-1.2-Map128_MergedMC",19,692,511.926,"P","0144-0287",287.082,143.884,"WT","NW",1
"20","z31-z40_NW-LW9-1.2-Map128_MergedMC",20,1794,2568.89,"P","0189-0033",36.474,187.955,"WT","NW",1
"21","z31-z40_NW-LW9-1.2-Map128_MergedMC",21,1308,715.719,"P","0203-0081",81.219,202.824,"WT","NW",1
"22","z31-z40_NW-LW9-1.2-Map128_MergedMC",22,1303,1020.959,"P","0208-0196",197.082,207.873,"WT","NW",0.666666666666667
"23","z31-z40_NW-LW9-1.2-Map128_MergedMC",23,1880,2448.126,"P","0222-0325",325.011,222.562,"WT","NW",1
"24","z31-z40_NW-LW9-1.2-Map128_MergedMC",24,1357,647.55,"P","0221-0279",279.159,220.832,"WT","NW",1
"25","z31-z40_NW-LW9-1.2-Map128_MergedMC",25,704,861.422,"P","0224-0381",380.885,224.047,"WT","NW",1
"26","z31-z40_NW-LW9-1.2-Map128_MergedMC",26,1275,307.892,"P","0234-0034",33.935,232.445,"WT","NW",1
"27","z31-z40_NW-LW9-1.2-Map128_MergedMC",27,574,174.317,"N","0234-0132",132.434,233.091,"WT","NW",1
"28","z31-z40_NW-LW9-1.2-Map128_MergedMC",28,290,1000.731,"P","0245-0006",5.721,245.252,"WT","NW",1
"29","z31-z40_NW-LW9-1.2-Map128_MergedMC",29,277,411.011,"P","0239-0218",218.522,239.446,"WT","NW",0.666666666666667
"30","z31-z40_NW-LW9-1.2-Map128_MergedMC",30,1106,694.995,"P","0251-0357",356.387,250.733,"WT","NW",1
