"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_5_label"
"45","z11-z20_NW-RW10-2.2-Map128_MergedMC",45,81.3,375.008,"P","0310-0018",4.599,82.924,"WT","NW",0.6
"46","z11-z20_NW-RW10-2.2-Map128_MergedMC",46,61.171,166.645,"N","0320-0182",48.952,85.698,"WT","NW",0.6
"47","z11-z20_NW-RW10-2.2-Map128_MergedMC",47,27.669,315.1,"P","0337-0391",104.555,89.734,"WT","NW",0.6
"48","z11-z20_NW-RW10-2.2-Map128_MergedMC",48,87.275,452.208,"P","0359-0174",46.547,95.553,"WT","NW",0.6
"49","z11-z20_NW-RW10-2.2-Map128_MergedMC",49,74.045,302.004,"P","0369-0017",4.251,98.548,"WT","NW",0.6
"50","z11-z20_NW-RW10-2.2-Map128_MergedMC",50,50.644,661.787,"P","0376-0231",61.922,99.765,"WT","NW",0.6
"51","z11-z20_NW-RW10-2.2-Map128_MergedMC",51,49.861,613.98,"P","0388-0179",48.43,104.06,"WT","NW",0.4
"52","z11-z20_NW-RW10-2.2-Map128_MergedMC",52,35.28,112.137,"N","0390-0056",15.356,104.489,"WT","NW",1
"53","z11-z20_NW-RW10-2.2-Map128_MergedMC",53,29.803,432.606,"P","0390-0279",74.573,104.368,"WT","NW",0.6
"54","z11-z20_NW-RW10-2.2-Map128_MergedMC",54,18.209,315.945,"N","0393-0244",65.201,105.024,"WT","NW",0.8
"55","z11-z20_NW-RW10-2.2-Map128_MergedMC",55,33.146,515.266,"P","0124-0019",5.224,33.937,"WT","NW",1
"56","z11-z20_NW-RW10-2.2-Map128_MergedMC",56,90.974,321.557,"N","0168-0222",59.365,45.585,"WT","NW",0.6
