"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_5_label"
"1","z11-z20_NW-RW10-2.2-Map128_MergedMC",1,31.226,402.273,"P","0013-0047",12.563,3.536,"WT","NW",1
"2","z11-z20_NW-RW10-2.2-Map128_MergedMC",2,33.573,109.333,"N","0015-0190",50.561,3.815,"WT","NW",0.8
"3","z11-z20_NW-RW10-2.2-Map128_MergedMC",3,55.054,209.173,"N","0013-0260",69.315,3.237,"WT","NW",0.8
"4","z11-z20_NW-RW10-2.2-Map128_MergedMC",4,57.33,394.71,"P","0012-0297",79.448,2.825,"WT","NW",0.8
"5","z11-z20_NW-RW10-2.2-Map128_MergedMC",5,85.355,473.053,"P","0021-0155",41.383,5.895,"WT","NW",0.8
"6","z11-z20_NW-RW10-2.2-Map128_MergedMC",6,99.936,1976.27,"P","0027-0070",18.691,7.066,"WT","NW",1
"7","z11-z20_NW-RW10-2.2-Map128_MergedMC",7,71.271,230.022,"P","0026-0382",102.538,6.779,"WT","NW",0.6
"8","z11-z20_NW-RW10-2.2-Map128_MergedMC",8,88.911,678.93,"P","0033-0209",55.896,9.05,"WT","NW",0.6
"9","z11-z20_NW-RW10-2.2-Map128_MergedMC",9,47.514,356.347,"P","0047-0011",2.657,12.867,"WT","NW",1
"10","z11-z20_NW-RW10-2.2-Map128_MergedMC",10,61.171,519.351,"P","0067-0255",68.15,17.784,"WT","NW",0.8
"11","z11-z20_NW-RW10-2.2-Map128_MergedMC",11,146.739,1455.018,"P","0069-0337",89.475,18.41,"WT","NW",0.8
"12","z11-z20_NW-RW10-2.2-Map128_MergedMC",12,168.86,619.467,"P","0087-0212",56.964,22.726,"WT","NW",0.6
"13","z11-z20_NW-RW10-2.2-Map128_MergedMC",13,79.735,422.751,"P","0092-0014",3.109,24.587,"WT","NW",1
"14","z11-z20_NW-RW10-2.2-Map128_MergedMC",14,88.698,551.284,"P","0094-0108",29.564,25.132,"WT","NW",0.8
"15","z11-z20_NW-RW10-2.2-Map128_MergedMC",15,53.418,129.832,"N","0092-0383",102.557,24.846,"WT","NW",1
"16","z11-z20_NW-RW10-2.2-Map128_MergedMC",16,91.116,446.662,"P","0109-0044",11.919,29.119,"WT","NW",0.8
"17","z11-z20_NW-RW10-2.2-Map128_MergedMC",17,70.844,402.461,"P","0115-0145",38.715,30.837,"WT","NW",0.4
"18","z11-z20_NW-RW10-2.2-Map128_MergedMC",18,40.899,240.129,"N","0114-0090",24.4,30.558,"WT","NW",1
"19","z11-z20_NW-RW10-2.2-Map128_MergedMC",19,64.301,292.527,"N","0119-0180",47.898,32.002,"WT","NW",0.8
"20","z11-z20_NW-RW10-2.2-Map128_MergedMC",20,36.56,135.101,"P","0129-0224",59.638,34.496,"WT","NW",0.6
"21","z11-z20_NW-RW10-2.2-Map128_MergedMC",21,34.782,300.022,"P","0139-0389",104.318,37.24,"WT","NW",0.6
"22","z11-z20_NW-RW10-2.2-Map128_MergedMC",22,46.803,328.97,"P","0144-0034",9.193,38.628,"WT","NW",1
"23","z11-z20_NW-RW10-2.2-Map128_MergedMC",23,90.76,587.202,"P","0156-0081",21.716,41.642,"WT","NW",0.8
"24","z11-z20_NW-RW10-2.2-Map128_MergedMC",24,49.932,597.269,"P","0151-0253",67.847,40.547,"WT","NW",0.6
"25","z11-z20_NW-RW10-2.2-Map128_MergedMC",25,80.02,759.446,"P","0161-0128",33.911,42.84,"WT","NW",0.4
"26","z11-z20_NW-RW10-2.2-Map128_MergedMC",26,30.728,359.938,"P","0160-0008",1.955,42.812,"WT","NW",1
"27","z11-z20_NW-RW10-2.2-Map128_MergedMC",27,52.493,206.027,"N","0168-0157",42.075,44.912,"WT","NW",0.6
"28","z11-z20_NW-RW10-2.2-Map128_MergedMC",28,47.514,508.231,"P","0172-0310",82.624,46.049,"WT","NW",0.8
"29","z11-z20_NW-RW10-2.2-Map128_MergedMC",29,125.045,613.128,"P","0190-0250",67.185,51.039,"WT","NW",0.6
"30","z11-z20_NW-RW10-2.2-Map128_MergedMC",30,72.125,389.322,"P","0191-0351",93.843,51.082,"WT","NW",0.8
"31","z11-z20_NW-RW10-2.2-Map128_MergedMC",31,51.64,199.09,"N","0197-0312",83.197,52.437,"WT","NW",1
"32","z11-z20_NW-RW10-2.2-Map128_MergedMC",32,105.271,476.669,"P","0206-0041",11.14,54.539,"WT","NW",0.8
"33","z11-z20_NW-RW10-2.2-Map128_MergedMC",33,26.531,389.078,"P","0210-0008",1.741,56.387,"WT","NW",0.8
"34","z11-z20_NW-RW10-2.2-Map128_MergedMC",34,78.242,528.748,"P","0220-0281",74.856,58.674,"WT","NW",0.6
"35","z11-z20_NW-RW10-2.2-Map128_MergedMC",35,117.363,654.887,"P","0226-0164",43.583,60.693,"WT","NW",0.4
"36","z11-z20_NW-RW10-2.2-Map128_MergedMC",36,70.844,521.553,"P","0223-0079",21.148,59.385,"WT","NW",0.8
"37","z11-z20_NW-RW10-2.2-Map128_MergedMC",37,98.3,856.49,"P","0241-0380",101.266,64.372,"WT","NW",0.6
"38","z11-z20_NW-RW10-2.2-Map128_MergedMC",38,80.802,409.994,"P","0244-0121",32.155,65.46,"WT","NW",0.4
"39","z11-z20_NW-RW10-2.2-Map128_MergedMC",39,66.79,267.983,"N","0257-0047",12.803,68.71,"WT","NW",1
"40","z11-z20_NW-RW10-2.2-Map128_MergedMC",40,10.598,277.852,"N","0269-0392",104.97,71.834,"WT","NW",0.8
"41","z11-z20_NW-RW10-2.2-Map128_MergedMC",41,22.832,207.623,"N","0282-0151",40.039,75.165,"WT","NW",0.6
"42","z11-z20_NW-RW10-2.2-Map128_MergedMC",42,58.61,341.313,"P","0295-0208",55.575,78.408,"WT","NW",0.4
"43","z11-z20_NW-RW10-2.2-Map128_MergedMC",43,31.368,152.501,"N","0302-0161",43.169,80.383,"WT","NW",0.6
"44","z11-z20_NW-RW10-2.2-Map128_MergedMC",44,132.086,1564.897,"P","0311-0084",22.583,82.906,"WT","NW",0.4
