"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_5_label"
"25","z6-z15_NW-LW9-1.4-Map128_MergedMC",25,101.572,2488.124,"P","0162-0353",94.349,43.639,"WT","NW",0.8
"26","z6-z15_NW-LW9-1.4-Map128_MergedMC",26,58.112,651.22,"P","0173-0385",103.211,46.476,"WT","NW",0.8
"27","z6-z15_NW-LW9-1.4-Map128_MergedMC",27,83.861,915.839,"P","0196-0105",28.074,52.408,"WT","NW",0.8
"28","z6-z15_NW-LW9-1.4-Map128_MergedMC",28,96.38,772.06,"P","0206-0065",17.674,54.051,"WT","NW",1
"29","z6-z15_NW-LW9-1.4-Map128_MergedMC",29,70.56,354.521,"P","0212-0164",43.702,56.722,"WT","NW",0.8
"30","z6-z15_NW-LW9-1.4-Map128_MergedMC",30,30.372,184.504,"N","0220-0258",68.825,58.672,"WT","NW",0.6
"31","z6-z15_NW-LW9-1.4-Map128_MergedMC",31,82.865,723.96,"P","0256-0162",43.378,68.575,"WT","NW",1
"32","z6-z15_NW-LW9-1.4-Map128_MergedMC",32,160.822,1852.751,"P","0277-0290",77.139,73.78,"WT","NW",0.6
"33","z6-z15_NW-LW9-1.4-Map128_MergedMC",33,82.296,843.089,"P","0286-0124",33.287,76.625,"WT","NW",1
"34","z6-z15_NW-LW9-1.4-Map128_MergedMC",34,66.79,737.415,"P","0299-0371",99.041,79.77,"WT","NW",0.8
"35","z6-z15_NW-LW9-1.4-Map128_MergedMC",35,91.472,322.125,"P","0320-0258",69.32,85.188,"WT","NW",0.8
"36","z6-z15_NW-LW9-1.4-Map128_MergedMC",36,16.217,408.746,"P","0318-0005",1.243,84.806,"WT","NW",1
"37","z6-z15_NW-LW9-1.4-Map128_MergedMC",37,88.342,685.27,"P","0335-0071",19.069,89.386,"WT","NW",1
"38","z6-z15_NW-LW9-1.4-Map128_MergedMC",38,86.92,688.584,"P","0334-0142",38.144,89.491,"WT","NW",0.8
"39","z6-z15_NW-LW9-1.4-Map128_MergedMC",39,87.773,422.036,"P","0351-0378",101.253,92.284,"WT","NW",1
"40","z6-z15_NW-LW9-1.4-Map128_MergedMC",40,100.861,697.905,"P","0354-0247",65.909,94.607,"WT","NW",0.8
"41","z6-z15_NW-LW9-1.4-Map128_MergedMC",41,77.459,563.863,"P","0350-0306",81.994,93.274,"WT","NW",1
"42","z6-z15_NW-LW9-1.4-Map128_MergedMC",42,74.828,794.212,"P","0384-0360",96.012,102.489,"WT","NW",1
"43","z6-z15_NW-LW9-1.4-Map128_MergedMC",43,72.054,959.89,"P","0259-0235",62.757,69.433,"WT","NW",0.6
"44","z6-z15_NW-LW9-1.4-Map128_MergedMC",44,18.778,79.746,"N","0245-0249",66.932,65.028,"WT","NW",0.8
"45","z6-z15_NW-LW9-1.4-Map128_MergedMC",45,32.15,580.907,"P","0256-0009",2.032,68.12,"WT","NW",1
"46","z6-z15_NW-LW9-1.4-Map128_MergedMC",46,47.23,307.298,"N","0042-0310",83.153,11.551,"WT","NW",1
"47","z6-z15_NW-LW9-1.4-Map128_MergedMC",47,26.602,363.246,"N","0217-0362",97.02,57.898,"WT","NW",1
"48","z6-z15_NW-LW9-1.4-Map128_MergedMC",48,101.572,2910.016,"P","0229-0339",90.527,61.112,"WT","NW",0.8
"49","z6-z15_NW-LW9-1.4-Map128_MergedMC",49,88.129,528.804,"P","0278-0086",23.183,73.99,"WT","NW",1
"50","z6-z15_NW-LW9-1.4-Map128_MergedMC",50,35.28,1015.359,"P","0252-0087",24.194,66.568,"WT","NW",1
"51","z6-z15_NW-LW9-1.4-Map128_MergedMC",51,81.514,798.036,"P","0381-0192",51.477,102.121,"WT","NW",0.8
"52","z6-z15_NW-LW9-1.4-Map128_MergedMC",52,26.104,274.605,"N","0365-0208",56.076,97.086,"WT","NW",1
