"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_21_label"
"1","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",1,23.828,673.51,"P","0006-0018",4.869,1.507,"WT","SW",0.761904761904762
"2","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",2,61.313,593.621,"P","0013-0297",79.303,3.024,"WT","SW",0.714285714285714
"3","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",3,17.284,420.613,"P","0006-0368",98.379,1.202,"WT","SW",0.714285714285714
"4","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",4,40.686,114.301,"N","0025-0270",72.227,6.815,"WT","SW",0.761904761904762
"5","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",5,81.727,690.457,"P","0032-0168",45.142,8.677,"WT","SW",0.666666666666667
"6","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",6,76.535,692.368,"P","0038-0208",55.33,9.914,"WT","SW",0.666666666666667
"7","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",7,92.041,668.481,"P","0039-0332",88.679,10.459,"WT","SW",0.714285714285714
"8","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",8,44.242,461.421,"P","0035-0379",101.406,9.569,"WT","SW",0.666666666666667
"9","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",9,87.844,2853.373,"P","0055-0252",66.989,14.819,"WT","SW",0.761904761904762
"10","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",10,8.82,73.597,"N","0045-0003",0.85,12.012,"WT","SW",0.80952380952381
"11","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",11,77.317,2033.634,"P","0060-0085",22.711,16.007,"WT","SW",0.80952380952381
"12","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",12,80.376,673.022,"P","0067-0220",58.847,18.283,"WT","SW",0.714285714285714
"13","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",13,107.334,716.459,"P","0073-0179",47.656,19.482,"WT","SW",0.714285714285714
"14","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",14,29.518,174.937,"N","0062-0321",85.803,16.789,"WT","SW",0.714285714285714
"15","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",15,90.405,698.315,"P","0085-0292",78.011,22.776,"WT","SW",0.666666666666667
"16","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",16,20.983,248.776,"N","0085-0069",18.675,22.678,"WT","SW",0.857142857142857
"17","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",17,102.07,854.356,"P","0102-0121",32.48,27.27,"WT","SW",0.761904761904762
"18","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",18,66.15,189.063,"N","0105-0025",6.745,27.964,"WT","SW",0.80952380952381
"19","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",19,27.883,682.51,"P","0102-0064",17.29,27.493,"WT","SW",0.761904761904762
"20","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",20,38.979,323.215,"N","0114-0277",74.099,30.51,"WT","SW",0.714285714285714
"21","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",21,33.715,127.184,"N","0125-0087",23.401,33.419,"WT","SW",0.857142857142857
"22","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",22,17.213,84.674,"N","0133-0392",104.92,35.807,"WT","SW",0.714285714285714
"23","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",23,77.886,3924.608,"P","0142-0199",52.742,37.717,"WT","SW",0.761904761904762
"24","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",24,51.782,741.641,"P","0147-0172",45.656,39.363,"WT","SW",0.761904761904762
"25","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",25,93.89,3086.457,"P","0150-0322",85.877,39.997,"WT","SW",0.714285714285714
"26","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",26,76.179,767.897,"P","0153-0097",25.99,41.1,"WT","SW",0.80952380952381
"27","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",27,42.82,170.377,"N","0154-0256",68.15,40.996,"WT","SW",0.80952380952381
"28","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",28,58.468,639.962,"P","0163-0383",102.631,43.426,"WT","SW",0.714285714285714
"29","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",29,51.711,306.144,"P","0172-0220",58.632,46.072,"WT","SW",0.80952380952381
"30","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",30,12.59,156.542,"N","0175-0278",73.911,46.654,"WT","SW",0.80952380952381
"31","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",31,79.024,744.714,"P","0188-0095",25.607,50.015,"WT","SW",0.80952380952381
"32","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",32,33.857,1212.378,"P","0189-0389",104.288,50.865,"WT","SW",0.714285714285714
"33","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",33,93.108,846.218,"P","0196-0045",12.274,52.449,"WT","SW",0.80952380952381
"34","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",34,75.041,834.41,"P","0197-0268",71.315,52.549,"WT","SW",0.761904761904762
"35","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",35,75.752,681.852,"P","0204-0322",85.749,54.585,"WT","SW",0.714285714285714
"36","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",36,69.777,849.517,"P","0206-0229",61.123,54.915,"WT","SW",0.761904761904762
"37","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",37,39.405,337.823,"N","0207-0289",77.278,55.422,"WT","SW",0.80952380952381
"38","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",38,72.907,548.677,"P","0215-0357",95.224,57.516,"WT","SW",0.714285714285714
"39","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",39,57.045,921.668,"P","0223-0013",3.112,59.598,"WT","SW",0.761904761904762
"40","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",40,78.171,776.379,"P","0231-0155",40.869,61.275,"WT","SW",0.904761904761905
"41","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",41,70.418,686.374,"P","0236-0119",31.988,63.043,"WT","SW",0.857142857142857
"42","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",42,62.024,363.409,"P","0237-0178",47.965,63.277,"WT","SW",0.80952380952381
"43","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",43,89.836,629.565,"P","0243-0080",21.274,64.94,"WT","SW",0.857142857142857
"44","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",44,54.271,329.013,"P","0243-0212",56.798,64.89,"WT","SW",0.80952380952381
"45","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",45,75.183,785.431,"P","0247-0314",83.817,66.199,"WT","SW",0.80952380952381
"46","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",46,74.33,636.849,"P","0254-0370",98.553,68.031,"WT","SW",0.761904761904762
"47","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",47,84.501,745.886,"P","0260-0250",66.816,69.543,"WT","SW",0.80952380952381
"48","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",48,40.828,112.732,"N","0255-0020",5.361,67.787,"WT","SW",0.857142857142857
"49","z3-z12_MAX_16-bit_SW-LW9-3.2-Map128_561-60_G150_E100",49,95.526,574.767,"P","0276-0051",13.847,73.721,"WT","SW",0.857142857142857
