"","image","roi","area","mean","mecp2_p","id","x","y","condition","condition_spec","knn_21_label"
"1","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",1,65.367,991.158,"P","0014-0046",12.544,3.298,"WT","SW",0.904761904761905
"2","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",2,82.438,1028.611,"P","0018-0199",53.463,4.623,"WT","SW",0.904761904761905
"3","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",3,42.891,890.839,"P","0008-0246",65.478,1.779,"WT","SW",0.904761904761905
"4","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",4,35.849,311.956,"P","0011-0313",83.342,2.937,"WT","SW",0.904761904761905
"5","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",5,4.41,653.984,"P","0006-0393",105.088,1.626,"WT","SW",0.952380952380952
"6","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",6,72.409,378.957,"P","0025-0356",95.273,6.664,"WT","SW",0.952380952380952
"7","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",7,37.983,736.032,"P","0030-0009",2.021,8.254,"WT","SW",0.904761904761905
"8","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",8,13.017,188.984,"N","0020-0160",42.899,5.262,"WT","SW",0.952380952380952
"9","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",9,34,163.605,"N","0034-0184",48.9,9.269,"WT","SW",0.952380952380952
"10","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",10,60.388,500.951,"P","0043-0034",9.383,11.408,"WT","SW",0.904761904761905
"11","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",11,67.999,1313.494,"P","0044-0132",35.644,11.34,"WT","SW",0.904761904761905
"12","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",12,68.141,913.302,"P","0046-0283",75.327,11.888,"WT","SW",0.904761904761905
"13","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",13,37.983,199.448,"P","0050-0313",83.993,13.113,"WT","SW",0.952380952380952
"14","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",14,61.384,814.087,"P","0062-0118",31.238,17.04,"WT","SW",0.904761904761905
"15","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",15,27.313,248.211,"P","0060-0180",48.104,16.067,"WT","SW",0.904761904761905
"16","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",16,40.046,218.545,"P","0065-0293",78.344,17.89,"WT","SW",0.952380952380952
"17","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",17,67.359,1010.364,"P","0077-0379",101.146,20.336,"WT","SW",1
"18","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",18,78.882,4554.749,"P","0088-0158",42.333,23.317,"WT","SW",0.904761904761905
"19","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",19,26.247,710.528,"P","0093-0007",1.428,25.463,"WT","SW",0.952380952380952
"20","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",20,86.279,1150.504,"P","0095-0302",80.612,25.514,"WT","SW",1
"21","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",21,31.368,1023.274,"P","0096-0387",103.7,26.239,"WT","SW",1
"22","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",22,44.811,181.09,"P","0100-0024",6.516,26.541,"WT","SW",0.952380952380952
"23","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",23,70.987,916.829,"P","0101-0107",28.694,27.108,"WT","SW",0.904761904761905
"24","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",24,59.25,1147.389,"P","0108-0143",37.854,29.429,"WT","SW",0.904761904761905
"25","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",25,83.221,441.295,"P","0109-0237",63.127,29.464,"WT","SW",0.904761904761905
"26","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",26,74.97,1238.244,"P","0120-0061",16.08,32.048,"WT","SW",1
"27","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",27,27.598,234.629,"P","0119-0388",103.924,31.83,"WT","SW",1
"28","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",28,76.464,1121.799,"P","0140-0125",33.5,37.385,"WT","SW",0.952380952380952
"29","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",29,53.987,475.364,"P","0143-0014",3.602,38.034,"WT","SW",1
"30","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",30,115.087,1082.923,"P","0148-0188",51.248,38.942,"WT","SW",0.952380952380952
"31","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",31,60.175,633.461,"P","0147-0358",95.733,39.243,"WT","SW",1
"32","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",32,49.932,604.194,"P","0150-0387",103.686,39.881,"WT","SW",1
"33","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",33,103.066,882.394,"P","0151-0067",19.027,40.099,"WT","SW",1
"34","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",34,48.154,223.742,"P","0160-0161",42.879,42.874,"WT","SW",1
"35","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",35,91.756,3114.888,"P","0169-0312",83.166,45.24,"WT","SW",1
"36","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",36,22.761,217.931,"P","0158-0254",67.827,42.193,"WT","SW",1
"37","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",37,98.229,923.334,"P","0178-0055",14.607,47.695,"WT","SW",1
"38","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",38,79.878,1114.484,"P","0184-0251",67.131,49.028,"WT","SW",1
"39","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",39,64.087,756.413,"P","0201-0081",22.052,53.849,"WT","SW",1
"40","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",40,58.397,265.516,"P","0203-0179",47.932,54.002,"WT","SW",1
"41","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",41,71.342,864.28,"P","0203-0023",6.07,54.149,"WT","SW",1
"42","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",42,17.924,192.357,"P","0196-0335",89.395,52.44,"WT","SW",1
"43","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",43,87.702,1086.598,"P","0216-0127",33.959,57.801,"WT","SW",1
"44","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",44,68.07,745.848,"P","0221-0249",66.866,58.237,"WT","SW",1
"45","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",45,67.217,920.528,"P","0236-0279",74.602,62.954,"WT","SW",1
"46","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",46,63.803,820.299,"P","0239-0015",3.55,64.374,"WT","SW",1
"47","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",47,38.908,367.223,"P","0235-0190",50.85,62.681,"WT","SW",1
"48","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",48,54.912,1098.148,"P","0240-0240",63.721,64.438,"WT","SW",1
"49","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",49,50.502,436.751,"P","0246-0329",87.775,65.76,"WT","SW",1
"50","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",50,81.727,833.045,"P","0260-0157",42.094,69.34,"WT","SW",1
"51","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",51,76.819,1161.098,"P","0261-0073",19.23,69.596,"WT","SW",1
"52","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",52,87.773,1016.438,"P","0272-0105",27.946,72.712,"WT","SW",1
"53","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",53,17.711,140.847,"P","0265-0331",88.703,70.971,"WT","SW",1
"54","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",54,109.539,617.695,"P","0289-0037",9.924,77.235,"WT","SW",1
"55","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",55,46.02,701.287,"P","0292-0009",2.106,77.249,"WT","SW",1
"56","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",56,75.823,724.005,"P","0297-0220",58.758,79.283,"WT","SW",1
"57","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",57,85.141,491.625,"P","0319-0157",42.11,85.323,"WT","SW",1
"58","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",58,53.276,302.1,"P","0327-0309",82.643,86.786,"WT","SW",1
"59","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",59,58.326,640.429,"P","0321-0260",69.24,85.639,"WT","SW",1
"60","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",60,41.966,219.298,"P","0326-0196",52.381,86.651,"WT","SW",1
"61","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",61,72.409,763.217,"P","0328-0075",20.261,87.472,"WT","SW",1
"62","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",62,71.271,769.997,"P","0337-0040",10.62,89.942,"WT","SW",1
"63","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",63,53.773,1028.467,"P","0338-0325",86.799,90.371,"WT","SW",1
"64","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",64,61.526,635.232,"P","0341-0228",60.661,91.145,"WT","SW",1
"65","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",65,21.196,175.191,"P","0347-0294",78.342,92.952,"WT","SW",1
"66","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",66,32.008,151.938,"P","0366-0024",6.539,97.798,"WT","SW",1
"67","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",67,67.288,495.859,"P","0375-0323",86.463,100.067,"WT","SW",1
"68","z1-z10_MAX_16-bit_SW-RW9-1.3-Map128_561-60_G150_E100",68,39.263,160.149,"P","0376-0053",14.371,100.237,"WT","SW",1
