"","cohort","condition","hemisphere","subregion","area","author","coordinates","rotation_x","rotation_y","mean_1","mean_2","model_name","n","d","num_of_clusters","intensity"
"1","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,0
"2","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,2
"3","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,539
"4","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,319
"5","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,193
"6","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,242
"7","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,269
"8","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,309
"9","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,330
"10","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,291
"11","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,300
"12","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,280
"13","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,280
"14","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,249
"15","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,289
"16","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,305
"17","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,328
"18","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,356
"19","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,358
"20","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,438
"21","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,1236
"22","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,3255
"23","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,5081
"24","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,7252
"25","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,9824
"26","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,9777
"27","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,8506
"28","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,9056
"29","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,9844
"30","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,11453
"31","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,13204
"32","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,13804
"33","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,12954
"34","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,11722
"35","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,11338
"36","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,10933
"37","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,10925
"38","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,10302
"39","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,9497
"40","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,8667
"41","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,8273
"42","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,7422
"43","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,6627
"44","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,5862
"45","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,4903
"46","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,4201
"47","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,3547
"48","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,2895
"49","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,2517
"50","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,2199
"51","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,1918
"52","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,1663
"53","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,1374
"54","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,1208
"55","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,1046
"56","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,863
"57","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,780
"58","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,597
"59","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,504
"60","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,446
"61","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,393
"62","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,373
"63","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,380
"64","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,288
"65","111722","SW P0-P5","LH","MOs","0.592","LD","W3-1.1","(+)8.500","(-)1.000",605.045749020746,1454.39367025055,"E",256,1,2,272
